input	given	family	orcid	other-names	employment	education	works	peer-reviews	funding	emails
Jessica A. Castillo	Jessica Nohemi	Castillo Treviño	0000-0002-6683-8186	0.0	0.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica Nahomi	Lara castillo	0009-0008-3849-4954	0.0	0.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica Jeraldin	Rodriguez Castillo	0009-0004-7951-0464	0.0	1.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	JESSICA ORISTELA	DELGADO  CASTILLO	0009-0009-3792-2707	0.0	0.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	JESSICA ROSMERY	ROQUE CASTILLO	0009-0005-6556-5971	0.0	0.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica Rubiela	Ahumada Castillo	0009-0008-0536-6198	0.0	0.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Lizeth Jessica	Castillo Granados	0009-0008-1309-9544	0.0	0.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica Lizbeth	Castillo Alcantar	0009-0004-9019-5186	0.0	1.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	JESSICA ANDREA	ALBA CASTILLO	0009-0009-0576-9592	0.0	0.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	JESSICA KATHERINE	CASTILLO MONTALVAN	0000-0003-3895-4515	0.0	3.0	2.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica Paola 	Leon Castillo 	0000-0003-4076-4366	0.0	0.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica María	Castillo Loaiza	0009-0005-8477-9764	0.0	1.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica Paola 	Castillo González 	0009-0001-6258-2953	0.0	1.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica Roxana 	Mendoza Castillo	0009-0002-3236-0337	0.0	0.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica Yanela	Reyes Castillo	0009-0008-3001-2519	0.0	1.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica Guadalupe 	López Castillo 	0009-0003-7389-7453	0.0	1.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	JESSICA VANESSA 	CASTILLO AMBULUDI	0009-0006-7111-8497	0.0	0.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica Liliana	Castillo Gonzalez	0009-0003-2728-9465	0.0	1.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica Magali	Carranza Castillo	0009-0001-8993-4584	0.0	1.0	1.0	0.0	0.0	0.0	
Jessica A. Castillo	JESSICA NATALY	CASTILLO GONZALEZ	0000-0001-5543-7531	0.0	0.0	1.0	1.0	0.0	0.0	
Jessica A. Castillo	Jessica Michelle	Castillo Aguirre	0009-0007-3404-2486	0.0	1.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	JESSICA FIORELLA	SAIRE CASTILLO	0009-0000-0752-7217	0.0	0.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica Paola	Briceño Castillo	0009-0003-5825-2286	0.0	1.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica Valeria	Castillo Prado 	0009-0003-2687-1170	0.0	1.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	JESSICA LOURDES	CASTILLO TORRES	0009-0009-1794-3658	0.0	1.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica Katherine	Moreno Castillo	0009-0003-5694-1977	0.0	1.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica Daniela	Lara Castillo 	0009-0009-9178-224X	0.0	1.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica Saraí 	Dávila Castillo 	0009-0003-4792-2168	0.0	0.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica Analy  	Castillo Garcia	0009-0008-0883-5439	0.0	1.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica Elizabeth	González Castillo	0009-0001-0556-9031	0.0	1.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	JESSICA IBETH	CASTILLO RIOS	0009-0006-0938-2270	0.0	0.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica Priscila	Castillo Falcón 	0009-0001-0486-5269	0.0	1.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica Del Carmen	Rojas Castillo	0009-0009-8066-8345	0.0	1.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica del Carmen 	Castillo Pacheco 	0009-0001-9657-4468	0.0	0.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica del Cisne	Castillo Pardo	0009-0000-1792-6545	0.0	0.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	keny jessica 	del castillo cochachin	0009-0006-2320-5799	0.0	0.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	Jessica Milagros	Del Castillo Castre	0009-0001-2265-7332	0.0	0.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	JESSICA YAGHAIDA	URETA CASTILLO DE NUÑEZ	0000-0002-6805-625X	0.0	0.0	0.0	0.0	0.0	0.0	
Jessica A. Castillo	JESSICA MILAGROS	CASTILLO CRUZ DE PETRONE	0009-0006-6164-5322	0.0	1.0	0.0	0.0	0.0	0.0	
Carol Chang	Carol	Chang	0000-0003-2696-4345	0.0	0.0	0.0	0.0	0.0	0.0	
Carol Chang	Carol	Chang	0000-0003-3352-9077	0.0	0.0	0.0	0.0	0.0	0.0	
Carol Chang	ELIZABETH CAROL	CHANG CARRANZA 	0000-0002-8375-6510	0.0	0.0	0.0	0.0	0.0	0.0	
Sarah Chinn	Sarah	Chinn	0009-0007-9400-6495	0.0	1.0	0.0	0.0	0.0	0.0	
Sarah Chinn	Sarah	Chinn	0000-0003-3554-2048	0.0	1.0	1.0	40.0	0.0	0.0	
Sarah Chinn	Sarah	Chinn	0000-0001-9155-5359	0.0	14.0	3.0	11.0	2.0	0.0	
April M. Dobbs	April	Dobbs	0000-0002-8549-7145	0.0	0.0	0.0	1.0	0.0	0.0	
Aimee Ellison	Aimee	Ellison	Not Found							
Sameen R. Ghazali	Sameen R.	Ghazali	Not Found							
Andrew D. Greene	Andrew 	Greene	0000-0002-3191-2112	0.0	1.0	1.0	185.0	0.0	0.0	
Andrew D. Greene	Andrew	Greene	0000-0002-2610-7856	0.0	0.0	0.0	0.0	0.0	0.0	
Andrew D. Greene	Andrew	Greene	0000-0002-5375-889X	0.0	0.0	0.0	0.0	0.0	0.0	
Andrew D. Greene	Andrew	Greene	0000-0002-3834-2802	0.0	0.0	0.0	0.0	0.0	0.0	
Andrew D. Greene	Andrew	Greene	0000-0003-1441-4936	0.0	0.0	0.0	0.0	0.0	0.0	
Andrew D. Greene	Andrew	Greene	0000-0002-7601-7592	0.0	1.0	1.0	0.0	0.0	0.0	1.0
Andrew D. Greene	Andrew	Greene	0000-0001-8243-5259	0.0	0.0	2.0	1.0	0.0	0.0	2.0
Andrew D. Greene	Andrew	Greene	0000-0003-2252-545X	0.0	1.0	0.0	19.0	0.0	0.0	
Andrew D. Greene	Andrew	Greene	0000-0002-5733-6483	0.0	0.0	0.0	0.0	0.0	0.0	
Margaret H. Groff	Margaret H.	Groff	Not Found							
Zachary R. Hanna	Zachary	Hanna	0000-0002-0210-7261	1.0	0.0	0.0	16.0	0.0	0.0	
Zachary R. Hanna	Zachary	Hanna	0009-0001-5783-778X	0.0	1.0	0.0	0.0	0.0	0.0	
Tom Hata	Tom	Hata	0009-0009-8108-4077	0.0	2.0	2.0	1.0	0.0	0.0	
Sigrid V. Hawkins	Sigrid V.	Hawkins	Not Found							
Julie E. Himes	Julie Lekstrom	Himes	0000-0003-4321-7376	0.0	1.0	0.0	0.0	0.0	0.0	
Valerie B. Howell	Valerie B.	Howell	Not Found							
Lori LaRue	Lori	LaRue	Not Found							
Joel H. Nitta	Joel	Nitta	0000-0003-4719-7472	0.0	4.0	3.0	13.0	9.0	0.0	
Erin M. Prado	Erin M.	Prado	Not Found							
Melissa K. Riley	Melissa	Riley	0000-0002-5154-5444	1.0	0.0	2.0	0.0	0.0	0.0	
Melissa K. Riley	Melissa	Riley	0000-0002-3339-8639	0.0	0.0	0.0	0.0	0.0	0.0	
Melissa K. Riley	Melissa	Riley	0000-0003-3380-2053	0.0	1.0	0.0	0.0	0.0	0.0	
Melissa K. Riley	Melissa	Riley	0009-0000-9367-5135	0.0	1.0	3.0	7.0	0.0	0.0	
Melissa K. Riley	Melissa	Riley	0009-0007-4104-6581	0.0	1.0	0.0	1.0	0.0	0.0	
Daniel S. Song	Daniel	Song	0000-0002-9085-9315	0.0	0.0	1.0	0.0	0.0	0.0	
Daniel S. Song	Daniel	Song	0000-0002-6111-7021	0.0	0.0	0.0	0.0	0.0	0.0	
Daniel S. Song	Daniel	Song	0000-0003-3396-2292	0.0	0.0	0.0	0.0	0.0	0.0	
Daniel S. Song	Daniel	Song	0000-0002-1887-1408	0.0	0.0	0.0	1.0	0.0	0.0	
Daniel S. Song	Daniel	Song	0000-0003-2916-6680	0.0	0.0	2.0	4.0	0.0	0.0	
Daniel S. Song	Daniel 	Song	0000-0001-9453-7893	0.0	0.0	1.0	0.0	0.0	0.0	
Daniel S. Song	Daniel	Song	0000-0001-8886-9103	0.0	0.0	0.0	8.0	0.0	0.0	
Daniel S. Song	Daniel	Song	0000-0003-4175-774X	0.0	0.0	1.0	2.0	0.0	0.0	
Daniel S. Song	Daniel	Song	0009-0004-4595-5481	0.0	0.0	0.0	0.0	0.0	0.0	
Daniel S. Song	Daniel	Song	0000-0002-2214-5986	0.0	0.0	0.0	30.0	7.0	0.0	
Daniel S. Song	Daniel	Song	0009-0000-6336-1899	0.0	0.0	0.0	0.0	0.0	0.0	
Daniel S. Song	Daniel	Song	0000-0002-3495-8677	0.0	1.0	0.0	20.0	1.0	0.0	
Natalie Valencia	Natalie	Valencia	Not Found							
Felicia Wheaton	Felicia	Wheaton	0000-0002-9336-5003	0.0	2.0	0.0	0.0	2.0	0.0	
Alvaro Palacios Casanova	Alvaro Martin	Paredes Casanova	0000-0003-0816-8281	0.0	0.0	1.0	1.0	0.0	0.0	
Alvaro Palacios Casanova	Alvaro Andrés	Casanova Vargas	0000-0001-5147-0553	0.0	1.0	4.0	2.0	0.0	0.0	
Jasmine C. DeCosta	Jasmine C.	DeCosta	Not Found							
Nina B. Fitch	Nina B.	Fitch	Not Found							
Elaine Fok	WING SHAN ELAINE	FOK	0009-0003-0149-6060	0.0	0.0	0.0	2.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-0005-9710	0.0	1.0	4.0	143.0	0.0	8.0	
Matthew W. Harris	Matthew	Harris	0000-0003-3978-9224	0.0	0.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-4627-7692	0.0	3.0	2.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0003-4827-7562	0.0	0.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-9670-498X	0.0	0.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0001-8388-3547	0.0	0.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0001-5937-3184	0.0	0.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-0596-7750	0.0	0.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-6000-1377	0.0	0.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0003-1800-3915	0.0	0.0	1.0	2.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0003-1840-1008	0.0	0.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-6977-2004	0.0	0.0	2.0	6.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-3413-2242	0.0	0.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0001-7848-4998	0.0	0.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0009-0009-6720-2380	0.0	0.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-8374-7104	0.0	0.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-8205-113X	0.0	0.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew 	Harris	0000-0003-2811-0888	0.0	0.0	0.0	1.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-3567-2240	0.0	2.0	1.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-5935-9160	0.0	0.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-5061-4575	0.0	0.0	0.0	3.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-4895-8360	0.0	1.0	4.0	1.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-2294-4307	0.0	0.0	0.0	3.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0001-5884-8133	0.0	0.0	0.0	3.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-8717-0242	0.0	0.0	0.0	3.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-3726-2376	0.0	2.0	3.0	6.0	0.0	0.0	1.0
Matthew W. Harris	Matthew	HARRIS	0009-0006-4269-2959	0.0	0.0	0.0	1.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0001-5574-7898	0.0	0.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-2269-7596	0.0	1.0	1.0	10.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0009-0005-9639-6023	0.0	1.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0009-0001-8882-5976	0.0	1.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-8097-984X	0.0	1.0	1.0	5.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-8078-3847	0.0	3.0	3.0	8.0	0.0	0.0	
Matthew W. Harris	Matthew 	Harris	0009-0009-0872-2896	0.0	1.0	0.0	1.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-8201-5817	0.0	0.0	0.0	7.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0001-5785-4830	0.0	2.0	1.0	11.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0009-0009-7537-4182	0.0	1.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0003-2352-5048	0.0	0.0	0.0	5.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-9323-4185	0.0	2.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-2570-6902	0.0	0.0	0.0	9.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-7326-3413	0.0	0.0	2.0	12.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0009-0007-5047-3251	0.0	0.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0003-4559-815X	0.0	0.0	1.0	7.0	0.0	0.0	
Matthew W. Harris	Matthew	Harris	0000-0002-7201-4693	0.0	1.0	0.0	25.0	4.0	0.0	
Matthew W. Harris	Matthew Logan	Harris	0009-0002-1991-6003	0.0	1.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew Tobias	Harris	0000-0001-9679-0366	0.0	0.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew Albert	Harris	0000-0001-7784-3645	0.0	3.0	2.0	1.0	0.0	0.0	
Matthew W. Harris	Matthew James	Harris	0009-0006-7649-3747	0.0	1.0	1.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew	Douglas-Harris	0009-0008-2528-902X	0.0	1.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew Richard Charles	Harris	0009-0007-5346-3737	0.0	0.0	0.0	0.0	0.0	0.0	
Matthew W. Harris	Matthew Oliver Birkbeck	Harris	0000-0002-8250-7627	0.0	6.0	1.0	1.0	0.0	2.0	1.0
Ilysa S. Iglesias	Ilysa	Iglesias	0000-0002-1534-5939	0.0	1.0	0.0	0.0	0.0	0.0	
Christina M. Johnson	Christina	Johnson	0000-0003-3974-689X	0.0	0.0	0.0	0.0	0.0	0.0	
Christina M. Johnson	Christina	Johnson	0000-0001-7076-4741	0.0	0.0	0.0	0.0	0.0	0.0	
Christina M. Johnson	Christina	Johnson	0000-0002-3597-8549	0.0	0.0	0.0	0.0	0.0	0.0	
Christina M. Johnson	Christina	Johnson	0000-0003-1576-1016	0.0	0.0	0.0	0.0	0.0	0.0	
Christina M. Johnson	Christina	Johnson	0009-0009-4434-364X	0.0	0.0	0.0	0.0	0.0	0.0	
Christina M. Johnson	Christina	Johnson	0000-0002-4209-8419	0.0	1.0	0.0	6.0	1.0	0.0	
Christina M. Johnson	Christina	Johnson	0009-0009-1747-2999	0.0	1.0	1.0	3.0	0.0	0.0	
Christina M. Johnson	Christina	Durbin-Johnson	0000-0002-5178-1738	0.0	0.0	0.0	0.0	0.0	0.0	
Christina M. Johnson	Christina	Voelkel-Johnson	0000-0001-6909-6678	0.0	1.0	0.0	80.0	0.0	0.0	
Christina M. Johnson	Maria Christina	Johnson	0000-0003-2733-9592	0.0	1.0	3.0	0.0	0.0	0.0	
Christina M. Johnson	Emily Christina	Johnson	0009-0001-3552-4758	0.0	0.0	0.0	0.0	0.0	0.0	
Christina M. Johnson	Christina Marie	Johnson	0000-0002-0870-8973	0.0	2.0	2.0	7.0	0.0	0.0	
Stephanie Lin	Stephanie	Lin	0000-0003-2213-837X	0.0	0.0	0.0	0.0	0.0	0.0	
Stephanie Lin	Stephanie	Lin	0000-0001-5827-5830	0.0	0.0	2.0	0.0	0.0	0.0	
Stephanie Lin	Stephanie	Lin	0000-0003-1594-1375	0.0	0.0	0.0	0.0	0.0	0.0	
Stephanie Lin	Stephanie	Lin	0000-0002-1799-6057	0.0	0.0	1.0	0.0	0.0	0.0	
Stephanie Lin	Stephanie	Lin	0000-0002-4619-9604	0.0	0.0	0.0	0.0	0.0	0.0	
Stephanie Lin	stephanie	lin	0000-0001-6207-0467	0.0	0.0	0.0	0.0	0.0	0.0	
Stephanie Lin	Stephanie	Lin	0000-0003-0334-6595	0.0	2.0	2.0	15.0	86.0	0.0	
Stephanie Lin	Stephanie 	Lin	0009-0000-9247-9554	0.0	1.0	2.0	4.0	0.0	0.0	
Stephanie Lin	Stephanie	Lin	0000-0003-2822-9985	0.0	3.0	2.0	14.0	3.0	0.0	2.0
Stephanie Lin	Stephanie	Lin-Beckford	0000-0001-6474-6520	0.0	0.0	0.0	1.0	0.0	0.0	
Stephanie Lin	Lu Yen (Stephanie)	Lin	0000-0002-8427-9269	0.0	1.0	0.0	2.0	1.0	0.0	
Elisabeth Long	Elisabeth	Long	0000-0002-9359-9168	1.0	7.0	3.0	7.0	0.0	0.0	
Elisabeth Long	Elisabeth	Long	0000-0002-7388-6442	0.0	0.0	0.0	0.0	0.0	0.0	
Matt T. McElroy	Matt T.	McElroy	Not Found							
Kerry McNaughton	Kerry	McNaughton	Not Found							
Lauren M. Novotny	Lauren M.	Novotny	Not Found							
Katherine R. Pocock	Katherine	Pocock	0000-0002-4096-482X	0.0	0.0	0.0	0.0	0.0	0.0	
Myfanwy E. Rowlands	Myfanwy E.	Rowlands	Not Found							
Kerry Wininger	Kerry	Wininger	Not Found							
Eileen Wong	Eileen	Wong	0000-0002-5057-9685	0.0	0.0	0.0	2.0	0.0	0.0	
Eileen Wong	Eileen	Wong	0000-0001-5035-8842	0.0	0.0	0.0	0.0	0.0	0.0	
Eileen Wong	Eileen	Udan Wong	0000-0002-4195-8536	0.0	0.0	0.0	0.0	0.0	0.0	
Eileen Wong	Eileen Chin Mei	Wong	0000-0002-1330-3663	0.0	0.0	0.0	0.0	0.0	0.0	
Eileen Wong	Ei Ling, Eileen	Wong	0009-0000-9349-7754	0.0	0.0	0.0	0.0	0.0	0.0	
Jennifer Bell	Jennifer	Bell	0000-0002-9646-1623	0.0	0.0	0.0	0.0	0.0	0.0	
Jennifer Bell	Jennifer	Bell	0000-0001-8143-2806	0.0	0.0	0.0	0.0	0.0	0.0	
Jennifer Bell	Jennifer	Bell	0000-0002-6140-8785	0.0	0.0	0.0	0.0	0.0	0.0	
Jennifer Bell	Jennifer	Bell	0000-0003-2858-5576	0.0	0.0	1.0	1.0	0.0	0.0	
Jennifer Bell	Jennifer	Bell	0000-0003-4391-7073	0.0	2.0	1.0	0.0	0.0	0.0	
Jennifer Bell	Jennifer	Bell	0000-0002-3558-6086	0.0	0.0	0.0	0.0	0.0	0.0	
Jennifer Bell	Jennifer	Bell	0000-0002-5165-9011	0.0	0.0	0.0	0.0	0.0	0.0	
Jennifer Bell	JENNIFER	BELL	0000-0001-8007-3709	0.0	1.0	0.0	0.0	0.0	0.0	
Jennifer Bell	Jennifer	Bell	0000-0003-0959-1401	1.0	1.0	0.0	0.0	0.0	0.0	
Jennifer Bell	Jennifer	Bell	0000-0003-2712-4583	0.0	0.0	1.0	0.0	0.0	0.0	
Jennifer Bell	Jennifer	Bell	0009-0004-4151-7572	0.0	0.0	0.0	0.0	0.0	0.0	
Jennifer Bell	Jennifer	Bell	0009-0000-4374-178X	0.0	0.0	0.0	0.0	0.0	0.0	
Jennifer Bell	Jennifer	Bell	0000-0001-9507-4042	0.0	1.0	3.0	0.0	2.0	0.0	
Jennifer Bell	Jennifer	Bell	0000-0003-3964-1561	0.0	1.0	0.0	0.0	0.0	0.0	
Jennifer Bell	Jennifer	Bell	0000-0001-9571-0715	0.0	2.0	3.0	9.0	1.0	0.0	
Jennifer Bell	Jennifer	Bell	0009-0008-6807-9014	0.0	0.0	0.0	0.0	0.0	0.0	
Jennifer Bell	Jennifer	Bell	0000-0001-7796-0032	1.0	9.0	4.0	46.0	0.0	0.0	
Jennifer Bell	Jennifer	Bell	0000-0003-3617-6852	0.0	0.0	0.0	0.0	0.0	0.0	
Jennifer Bell	Jennifer Margaret	Bell	0009-0008-8134-6746	0.0	0.0	2.0	0.0	0.0	0.0	
Jennifer Bell	Jennifer-Lynn	Bell	0009-0000-2365-2528	0.0	1.0	0.0	0.0	0.0	0.0	
Jennifer Bell	Jennifer K.	Bell	0000-0001-9475-4441	0.0	1.0	1.0	11.0	8.0	0.0	
Jennifer Bell	Jennifer	Selkirk-Bell	0000-0003-4529-0809	0.0	0.0	0.0	2.0	0.0	0.0	
Jennifer Bell	Jennifer	Lehmann-Bell	0009-0005-8702-835X	0.0	1.0	0.0	0.0	0.0	0.0	
Jennifer Bell	Jennifer Isobel	Whiteway-Bell	0009-0007-2028-1558	0.0	1.0	0.0	0.0	0.0	0.0	
Franklin Brightwater	Franklin	Brightwater	Not Found							
Hayley A. Cox	hayley	cox	0000-0002-5694-089X	0.0	0.0	0.0	0.0	0.0	0.0	
Hayley A. Cox	Hayley	Cox	0000-0003-0174-1460	0.0	0.0	0.0	0.0	0.0	0.0	
Brandon P. Endo	Brandon P.	Endo	Not Found							
Olivier P. Frei	Olivier P.	Frei	Not Found							
Benjamin P. Ginsberg	Benjamin	Ginsberg	0000-0003-4479-1919	0.0	1.0	1.0	1.0	0.0	0.0	
Heather K. Hochrein	Heather K.	Hochrein	Not Found							
Jennifer Hoey	Jennifer	Hoey	0000-0002-9041-915X	0.0	0.0	0.0	8.0	0.0	0.0	
Irene T. Liao	Irene	Liao	0000-0002-2904-4117	0.0	0.0	0.0	5.0	0.0	0.0	
Brianna McCoy	Brianna	McCoy	Not Found							
Ellarae B. Miner	Ellarae B.	Miner	Not Found							
Caitlin Morrison	Caitlin 	Morrison 	0000-0002-7635-3967	0.0	0.0	0.0	1.0	0.0	0.0	
Caitlin Morrison	Caitlin	Morrison	0000-0001-7791-0262	0.0	1.0	0.0	0.0	1.0	0.0	
Caitlin Morrison	Caitlin	Morrison	0000-0001-6881-8659	0.0	0.0	0.0	0.0	0.0	0.0	
Caitlin Morrison	Caitlin	Morrison	0000-0002-5646-0677	0.0	0.0	0.0	0.0	0.0	0.0	
Caitlin Morrison	Caitlin Carroll	Morrison	0009-0004-7929-3033	0.0	2.0	1.0	1.0	0.0	0.0	
Elizabeth A.K. Murphy	Elizabeth	Murphy	0000-0003-4457-1369	0.0	0.0	0.0	0.0	0.0	0.0	
Elizabeth A.K. Murphy	Elizabeth	Murphy	0000-0001-8033-1800	1.0	1.0	2.0	0.0	0.0	0.0	
Elizabeth A.K. Murphy	Elizabeth	Murphy	0000-0001-6045-9890	0.0	0.0	0.0	0.0	0.0	0.0	
Elizabeth A.K. Murphy	Elizabeth	Murphy	0000-0003-3644-9603	0.0	0.0	0.0	0.0	0.0	0.0	
Elizabeth A.K. Murphy	Elizabeth	Murphy	0009-0009-5631-7131	0.0	0.0	0.0	0.0	0.0	0.0	
Elizabeth A.K. Murphy	Elizabeth	Murphy	0000-0003-3452-1237	0.0	0.0	0.0	0.0	0.0	0.0	
Elizabeth A.K. Murphy	Elizabeth	Murphy	0000-0003-0228-6391	0.0	0.0	0.0	2.0	0.0	0.0	
Elizabeth A.K. Murphy	Elizabeth	Murphy	0000-0002-0471-9077	3.0	0.0	3.0	8.0	0.0	0.0	
Elizabeth A.K. Murphy	Elizabeth	Murphy	0000-0001-9165-770X	0.0	0.0	0.0	1.0	0.0	0.0	
Elizabeth A.K. Murphy	Elizabeth	Murphy	0000-0001-9400-0797	0.0	0.0	0.0	9.0	0.0	0.0	
Elizabeth A.K. Murphy	Elizabeth	Murphy	0009-0006-3588-4485	0.0	1.0	0.0	0.0	0.0	0.0	
Elizabeth A.K. Murphy	Elizabeth	Murphy	0000-0001-7301-8517	0.0	1.0	0.0	0.0	0.0	0.0	
Elizabeth A.K. Murphy	Elizabeth	Murphy	0000-0002-6817-1987	0.0	0.0	0.0	0.0	0.0	0.0	
Elizabeth A.K. Murphy	Elizabeth	Murphy	0000-0002-0986-6391	0.0	0.0	0.0	0.0	0.0	0.0	
Elizabeth A.K. Murphy	Elizabeth	Murphy	0000-0002-8939-7678	1.0	2.0	1.0	0.0	0.0	0.0	
Elizabeth A.K. Murphy	Elizabeth	Murphy	0009-0000-7472-5723	0.0	1.0	2.0	0.0	0.0	0.0	
Elizabeth A.K. Murphy	Elizabeth	Murphy	0000-0003-3316-7328	0.0	1.0	1.0	0.0	0.0	0.0	
Elizabeth A.K. Murphy	Elizabeth	Murphy	0009-0007-7802-2188	0.0	1.0	0.0	0.0	0.0	0.0	
Elizabeth A.K. Murphy	Elizabeth	Murphy	0009-0003-2038-7097	0.0	1.0	0.0	0.0	0.0	0.0	
Elizabeth A.K. Murphy	Elizabeth	Murphy	0000-0001-9101-8692	0.0	2.0	1.0	0.0	6.0	0.0	
Elizabeth A.K. Murphy	Elizabeth	Murphy	0000-0003-0846-7943	0.0	1.0	2.0	22.0	6.0	1.0	
Elizabeth A.K. Murphy	Elizabeth	Murphy	0000-0001-7687-2831	0.0	0.0	0.0	1.0	0.0	0.0	
Elizabeth A.K. Murphy	Elizabeth V.	Murphy	0000-0001-7604-7102	0.0	1.0	4.0	5.0	0.0	0.0	
Elizabeth A.K. Murphy	Caitlin Elizabeth	Murphy	0009-0006-2109-6779	0.0	1.0	0.0	1.0	0.0	0.0	
Elizabeth A.K. Murphy	Erin Elizabeth	Murphy	0009-0002-1813-6865	1.0	1.0	0.0	0.0	0.0	0.0	
