input,given,family,orcid,title,funder,identifier,award,start,end
Ryan W. Wilson,Ryan,Wilson,0000-0001-9063-8021,"Glacial Lakes in Peru: Evolution, Hazards and impacts of climate change.",Natural Environment Research Council,http://dx.doi.org/10.13039/501100000270,NE/S01330X/1,2019,2022
Ryan W. Wilson,Ryan,Wilson,0000-0002-0298-8409,,,,,,
Ryan W. Wilson,Ryan,Wilson,0009-0007-5578-629X,,,,,,
Ryan W. Wilson,Ryan,Wilson,0009-0006-2358-7934,,,,,,
Ryan W. Wilson,Ryan,Wilson,0009-0009-1463-7743,,,,,,
Ryan W. Wilson,Ryan,Wilson,0009-0006-3057-7996,,,,,,
Ryan W. Wilson,Ryan,Wilson,0000-0003-3870-1673,,,,,,
Ryan W. Wilson,Ryan,Wilson,0009-0009-4490-7724,,,,,,
Ryan W. Wilson,Ryan,Wilson,0009-0004-1783-7402,,,,,,
Ryan W. Wilson,Ryan,Wilson,0009-0008-0155-081X,,,,,,
Ryan W. Wilson,Ryan,Wilson,0000-0002-4632-3898,,,,,,
Ryan W. Wilson,Ryan,Wilson,0009-0001-4565-4329,,,,,,
Ryan W. Wilson,Ryan,Wilson,0000-0001-7740-7771,,,,,,
Ryan W. Wilson,Ryan,Wilson,0000-0002-0191-2410,,,,,,
Ryan W. Wilson,Ryan,Wilson,0000-0002-2955-7393,,,,,,
Ryan W. Wilson,Ryan,Wilson-Parr,0009-0005-9490-4987,,,,,,
Jennifer Butler,Jennifer,Butler,0000-0001-8796-7799,,,,,,
Jennifer Butler,Jennifer,Butler,0000-0002-9047-6955,,,,,,
Jennifer Butler,Jennifer,Butler,0000-0001-6432-9874,,,,,,
Jennifer Butler,Jennifer,Butler,0000-0002-4265-2176,,,,,,
Jennifer Butler,Jennifer,Butler,0000-0002-9957-8608,,,,,,
Jennifer Butler,Jennifer,Butler,0000-0001-5804-9913,,,,,,
Jennifer Butler,Jennifer,Butler,0009-0000-4381-757X,,,,,,
Jennifer Butler,Jennifer,Butler,0000-0002-0467-813X,,,,,,
Jennifer Butler,Jennifer,Butler,0000-0003-0358-8260,,,,,,
Jennifer Butler,Jennifer,Butler,0000-0002-1397-3587,ICA Pre-doctoral Clinical Academic Fellowship,Newcastle upon Tyne Hospitals NHS Foundation Trust,http://dx.doi.org/10.13039/501100003776,,2018,2020
Jennifer Butler,Jennifer,Butler,0009-0002-1767-9163,,,,,,
Jennifer Butler,Jennifer,Butler,0000-0002-0468-9955,,,,,,
Jennifer Butler,Jennifer,Butler,0000-0002-4323-4101,Pre-doctoral Clinical Academic Fellowship,Newcastle upon Tyne Hospitals NHS Foundation Trust,https://ror.org/05p40t847,ICA-PCAF-2018-01-084,2018,2020
Jennifer Butler,Jennifer,Butler,0000-0002-4323-4101,Health Education England: Research Capacity ,Health Education England,,,2021,2021
Jennifer Butler,Jennifer,Butler,0000-0002-4323-4101,Health Education England: Research Capacity,Health Education England,,,2021,2022
Jennifer Butler,Jennifer,Butler,0000-0002-4323-4101,Patient and Public Involvement Grant,University of Newcastle upon Tyne,https://ror.org/01kj2bm70,,2021,
Jennifer Butler,Jennifer,Butler,0000-0002-4323-4101,Research Capacity Funding,Newcastle upon Tyne Hospitals NHS Foundation Trust,https://ror.org/05p40t847,,2020,2021
Jennifer Butler,Jennifer,Butler,0000-0002-4323-4101,Specialist SLT led 2 week wait clinic for suspected head and neck cancer,Newcastle upon Tyne Hospitals NHS Foundation Trust,https://ror.org/05p40t847,,,
Jennifer Butler,Jennifer Suzanne,Butler,0000-0002-5681-5677,,,,,,
Yanni M. Chang,Yanni,Chang,0000-0001-6750-9985,,,,,,
Yanni M. Chang,yanni,chang,0000-0003-0914-0782,,,,,,
Yanni M. Chang,Yanni,Chang,0000-0002-9999-8274,,,,,,
Jessica A. Dugan,Jessica,Dugan,0000-0001-9005-6945,,,,,,
Jessica A. Dugan,Jessica,Dugan,0009-0008-9434-5582,,,,,,
Chris Y. Feng,Chris,Feng,0000-0002-7907-1818,,,,,,
Caitlin Kelly-Garrick,Caitlin,Kelly,0000-0001-8102-0430,,,,,,
Caitlin Kelly-Garrick,Caitlin,Kelly,0009-0001-8390-8422,,,,,,
Caitlin Kelly-Garrick,Caitlin,Kelly,0009-0002-1838-7509,,,,,,
Caitlin Kelly-Garrick,Caitlin,Kelly,0000-0002-8448-5636,,,,,,
Caitlin Kelly-Garrick,Caitlin,Kelly,0000-0001-9887-8249,,,,,,
Caitlin Kelly-Garrick,Caitlin,Kelly,0000-0001-5466-7634,,,,,,
Caitlin Kelly-Garrick,Caitlin,Kelly,0000-0002-3679-6448,,,,,,
Caitlin Kelly-Garrick,Caitlin,Kelly,0009-0002-9006-4341,,,,,,
Caitlin Kelly-Garrick,Caitlin,Kelly,0000-0002-4656-3031,,,,,,
Caitlin Kelly-Garrick,Caitlin,Kelly,0009-0006-8575-681X,,,,,,
Caitlin Kelly-Garrick,Caitlin,Kelly,0009-0000-7746-3634,,,,,,
Caitlin Kelly-Garrick,Caitlin ,Daugherty-Kelly ,0000-0002-0812-4046,,,,,,
Robert M. Letchworth,Robert,Letchworth,0009-0001-8943-2218,,,,,,
Quynh Nhu R.D. Mai,Nhu Quynh,Mai,0000-0002-1860-844X,,,,,,
Quynh Nhu R.D. Mai,Nhu Thi Quynh,Mai,0000-0001-6259-7138,,,,,,
Quynh Nhu R.D. Mai,Thi Quynh Nhu,Mai,0009-0004-7470-7647,,,,,,
Quynh Nhu R.D. Mai,Quynh,Mai,0000-0002-6199-2096,,,,,,
Quynh Nhu R.D. Mai,Quynh,Mai,0009-0000-8151-633X,,,,,,
Quynh Nhu R.D. Mai,Quynh,Vu Mai,0009-0001-9550-939X,,,,,,
Quynh Nhu R.D. Mai,Quynh-Anh,Mai,0000-0003-2399-9593,,,,,,
Quynh Nhu R.D. Mai,Diem-Quynh,Mai,0000-0002-5777-1899,,,,,,
Quynh Nhu R.D. Mai,Nguyen Quynh,Mai,0000-0001-7658-7328,,,,,,
Quynh Nhu R.D. Mai,Thu Quynh,Mai,0009-0007-8526-5866,,,,,,
Quynh Nhu R.D. Mai,Thuy Quynh,Mai,0009-0006-3523-1388,,,,,,
Quynh Nhu R.D. Mai,QUYNH,LE NGUYEN MAI,0009-0005-5932-5576,,,,,,
Quynh Nhu R.D. Mai,Thi Quynh Anh,Mai,0009-0004-6765-0152,,,,,,
Quynh Nhu R.D. Mai,Lan Thi Quynh,Mai,0000-0002-1508-330X,,,,,,
Quynh Nhu R.D. Mai,Mai Quynh Phuong,Mai Quynh Phuong,0009-0005-2968-2185,,,,,,
Mark A. Phuong,Mark,Phuong,0000-0001-7685-9813,,,,,,
Carlin F. Starrs,Carlin,Starrs,0000-0003-2009-4203,,,,,,
Eric A. Thomas,Eric,Thomas,0000-0002-3656-9181,,,,,,
Eric A. Thomas,Eric,Thomas,0009-0004-6180-857X,,,,,,
Eric A. Thomas,Eric,Thomas,0009-0004-1671-0215,,,,,,
Eric A. Thomas,Eric,Thomas,0000-0003-0057-7195,,,,,,
Eric A. Thomas,Eric,Thomas,0000-0002-6609-5626,,,,,,
Eric A. Thomas,Eric,Thomas,0000-0001-8997-0481,,,,,,
Eric A. Thomas,Eric,Thomas,0000-0002-5336-8146,,,,,,
Eric A. Thomas,Eric,Thomas,0000-0001-6883-1183,,,,,,
Eric A. Thomas,Eric,Thomas,0000-0003-0984-7593,,,,,,
Eric A. Thomas,ERIC ,THOMAS,0000-0003-4835-2657,,,,,,
Eric A. Thomas,Eric,Thomas,0009-0005-3498-5471,,,,,,
Eric A. Thomas,Eric,Thomas,0009-0008-4897-7191,,,,,,
Eric A. Thomas,Eric,Thomas,0009-0009-7729-7686,,,,,,
Eric A. Thomas,Eric,Thomas,0000-0003-1520-9483,,,,,,
Eric A. Thomas,Eric,Thomas,0009-0001-1037-7878,,,,,,
Eric A. Thomas,Eric,Thomas,0009-0007-1972-8172,,,,,,
Eric A. Thomas,Eric,Thomas,0009-0007-1151-5834,,,,,,
Eric A. Thomas,Eric Heywood,Thomas,0009-0000-3729-3140,,,,,,
Eric A. Thomas,Eric,Thomas Agostinho,0000-0003-3490-3905,,,,,,
Lauren Williams,Lauren,Williams,0000-0001-9634-4104,,,,,,
Lauren Williams,Lauren,Williams,0000-0002-1064-3240,,,,,,
Lauren Williams,Lauren,Williams,0000-0001-7868-9176,,,,,,
Lauren Williams,Lauren,Williams,0000-0001-9526-9536,,,,,,
Lauren Williams,Lauren,Williams,0000-0003-1086-3961,Walking Talking Robot,Ulster University,http://dx.doi.org/10.13039/501100001632,,2012,2013
Lauren Williams,Lauren,Williams,0000-0001-8643-8422,,,,,,
Lauren Williams,Lauren,Williams,0000-0003-4016-2736,,,,,,
Lauren Williams,Lauren,Williams,0000-0003-3696-0372,,,,,,
Lauren Williams,Lauren,Williams,0000-0003-1204-4337,,,,,,
Lauren Williams,Lauren,Williams,0000-0002-1724-1359,,,,,,
Lauren Williams,Lauren,Williams,0000-0001-8571-1941,,,,,,
Lauren Williams,Lauren,Williams,0000-0002-4570-3012,,,,,,
Lauren Williams,Lauren,Williams,0000-0002-4884-7214,,,,,,
Lauren Williams,Lauren,Williams,0000-0001-5258-2944,,,,,,
Lauren Williams,Lauren,Williams,0000-0001-5355-8989,,,,,,
Lauren Williams,Lauren,Williams,0000-0003-4420-3777,,,,,,
Lauren Williams,Lauren,Williams,0009-0002-0789-5620,,,,,,
Lauren Williams,Lauren,Williams,0000-0002-6886-605X,,,,,,
Lauren Williams,Lauren,Williams,0009-0007-7688-2336,,,,,,
Lauren Williams,Lauren,Williams,0009-0000-6249-9861,,,,,,
Lauren Williams,Lauren,Williams,0009-0006-7419-4671,,,,,,
Lauren Williams,Lauren,Williams,0009-0009-2265-8085,,,,,,
Lauren Williams,Lauren,Williams,0000-0003-3109-8744,,,,,,
Lauren Williams,Lauren,Williams,0009-0004-9993-6905,,,,,,
Lauren Williams,Lauren,Williams,0000-0003-3443-3552,,,,,,
Lauren Williams,Lauren,Williams,0000-0002-0680-2464,,,,,,
Lauren Williams,Lauren,Williams,0000-0003-2589-2220,Testing FG,FT,,,2016,2030
Lauren Williams,Lauren,Williams,0009-0004-7964-1843,,,,,,
Lauren Williams,Lauren,Williams,0000-0003-3319-8220,,,,,,
Lauren Williams,Lauren,Williams,0009-0001-5441-3746,,,,,,
Lauren Williams,Lauren,Williams,0009-0004-0394-8873,,,,,,
Lauren Williams,Lauren,Williams,0000-0001-7794-1835,,,,,,
Lauren Williams,Lauren,Williams,0000-0001-6749-0516,,,,,,
Lauren Williams,Lauren,Williams,0000-0001-5284-8327,,,,,,
Lauren Williams,Lauren,Williams,0009-0006-1962-1052,,,,,,
Lauren Williams,Lauren,Williams,0009-0009-2342-2381,,,,,,
Lauren Williams,Lauren ,Williams,0009-0007-8880-6971,,,,,,
Lauren Williams,Lauren,Williams,0009-0005-1549-2479,,,,,,
Lauren Williams,Lauren,Williams,0000-0002-6353-4849,Mechanical Energy Profiles During Cross-Sloped Walking for Individuals with Unilateral Transtibial Amputation and Non-Amputees,National Science Foundation,http://dx.doi.org/10.13039/100000001,1840996,2019,2022
Lauren Williams,Lauren,Williams,0000-0002-7860-0319,,,,,,
Lauren Williams,Lauren Grace,Williams,0000-0002-2329-0923,,,,,,
Lauren Williams,Jessica Lauren,Williams,0000-0002-7544-3370,,,,,,
Lauren Williams,Lauren Hutch,Williams,0009-0007-5830-5607,,,,,,
Lauren Williams,Lauren-Marie,Williams ,0000-0001-8064-1024,,,,,,
Lauren Williams,Lauren,Williams-Arnes,0000-0002-3270-4489,,,,,,
Jennifer Yang,Jennifer,Yang,0000-0002-1978-1551,,,,,,
Jennifer Yang,jennifer,yang,0000-0002-9968-5673,,,,,,
Jennifer Yang,Jennifer,Yang,0000-0001-8449-2257,,,,,,
Jennifer Yang,Jennifer,Yang,0000-0001-5981-1703,,,,,,
Jennifer Yang,Jennifer,Yang,0009-0006-2500-2127,,,,,,
Jennifer Yang,Jennifer,Yang,0000-0001-8149-5161,,,,,,
Jennifer Yang,Jennifer,Yang,0000-0002-9529-0105,,,,,,
Jennifer Yang,Jennifer,Yang,0009-0009-5565-7329,,,,,,
Jennifer Yang,Jennifer,Yang,0009-0005-7297-3690,,,,,,
Jennifer Yang,Jennifer,Yang,0009-0004-2253-879X,,,,,,
Jennifer Yang,Jennifer,Yang,0009-0007-8561-2450,,,,,,
Jennifer Yang,Jennifer,Yang,0000-0001-5916-8228,,,,,,
Jennifer Yang,Jennifer,Yang,0000-0003-2332-051X,Foster care beyond placement:  exploring the continuity of offending in adulthood,Social Sciences and Humanities Research Council,http://dx.doi.org/10.13039/501100000155,167554,2017,2018
Jennifer Yang,Jennifer,Yang,0000-0003-2332-051X,Joseph-Armand Bombardier Canada Graduate Scholarships - Doctoral,Social Sciences and Humanities Research Council,https://ror.org/04j5jqy92,,2019,2022
Jennifer Yang,Jennifer,Yang,0009-0004-2331-2506,,,,,,
Jennifer Yang,Jennifer,Yang,0009-0005-6250-4356,,,,,,
Jennifer Yang,Jennifer,Yang,0000-0001-5438-7210,,,,,,
Jennifer Yang,Jennifer,Yang Hui,0000-0002-8001-3236,,,,,,
Jennifer Yang,Jennifer Marie,Yang,0000-0002-5147-2855,Balik-Scientist Program Awardee,Philippine Council for Health Research and Development,http://dx.doi.org/10.13039/501100011096,,,
Jennifer H. Bates,Jennifer,Bates,0000-0003-3804-3527,,,,,,
Jennifer H. Bates,Jennifer,Bates,0000-0002-0821-1967,,,,,,
Jennifer H. Bates,Jennifer,Bates,0000-0002-5886-7294,,,,,,
Jennifer H. Bates,Jennifer,Bates,0000-0001-7650-2232,,,,,,
Jennifer H. Bates,Jennifer,Bates,0000-0003-4751-663X,,,,,,
Jennifer H. Bates,Jennifer ,Bates,0009-0001-1866-5479,,,,,,
Jennifer H. Bates,Jennifer ,Bates,0009-0000-6450-6949,,,,,,
Jennifer H. Bates,Jennifer,Bates,0000-0002-7100-4741,,,,,,
Jennifer H. Bates,Jennifer,Bates Ehlert,0000-0001-6397-293X,,,,,,
Brandy Chavez,Bryan Brandy,Chavez Falla,0000-0002-4019-0764,,,,,,
Brandy Chavez,BRANDY ANTONY,BECERRA CHAVEZ,0009-0002-3687-6373,,,,,,
Angela Chuang,Angela,Chuang,0000-0001-6847-5115,,,,,,
Angela Chuang,Angela Ya-Chu,Chuang,0009-0000-4465-4741,,,,,,
Angela Chuang,Chin Ying Angela,Chuang,0009-0009-6235-393X,,,,,,
Sierra M. Flynn,Sierra,Flynn,0000-0002-2744-9276,,,,,,
Emmanuelle A. Furst,Emmanuelle,Furst,0009-0000-5166-6708,,,,,,
Alexandra M. Hamb,Alexandra,Hamb,0000-0003-0926-825X,,,,,,
Courtney H. Hann,Courtney,Hann,0000-0003-1796-9507,,,,,,
Qi Liew,Rong Qi,Liew,0000-0002-9132-825X,,,,,,
Qi Liew,Crystal Xiao-Qi,Liew,0000-0003-3617-4056,,,,,,
Benjamin J. Wong,Benjamin Y. J.,Wong,0009-0003-5986-9333,,,,,,
Benjamin J. Wong,Benjamin,Wong,0000-0002-5106-4827,,,,,,
Benjamin J. Wong,Benjamin,Wong,0000-0002-9548-5631,,,,,,
Benjamin J. Wong,Benjamin,Wong,0009-0001-8697-6535,,,,,,
Benjamin J. Wong,Benjamin,Wong,0000-0002-1394-484X,,,,,,
Benjamin J. Wong,Benjamin,Wong,0000-0003-3389-5157,,,,,,
Benjamin J. Wong,Benjamin,Wong,0000-0003-2258-7925,,,,,,
Benjamin J. Wong,Benjamin,Wong,0009-0006-7038-7863,,,,,,
Benjamin J. Wong,Benjamin,Wong,0000-0002-9543-9782,,,,,,
Benjamin J. Wong,Benjamin,Wong,0009-0007-3420-9039,,,,,,
Benjamin J. Wong,Benjamin,Wong,0009-0004-7674-1603,,,,,,
Benjamin J. Wong,Benjamin,Wong,0000-0001-6593-278X,,,,,,
Benjamin J. Wong,Benjamin,Wong,0000-0002-7745-6271,,,,,,
Benjamin J. Wong,Benjamin,Wong,0009-0000-3592-3532,Husky Project is an big data and AI company focusing on building the System Foundation for the Digital Future.,Innovation and Technology Commission,http://dx.doi.org/10.13039/501100007156,TSSSU/PolyU/20/05,2020,2021
Benjamin J. Wong,Benjamin,Wong,0009-0000-3592-3532,Real-Time Machine Learning Platform For Digital Advertisement Bidding,Innovation and Technology Commission,http://dx.doi.org/10.13039/501100007156,InP/378/19,2019,2020
Benjamin J. Wong,Benjamin,Wong,0009-0000-3592-3532,Real-Time Machine Learning Platform For Digital Advertisement Bidding,Innovation and Technology Commission,http://dx.doi.org/10.13039/501100007156,InP/334/19,2019,2020
Benjamin J. Wong,Benjamin,Wong,0009-0000-3592-3532,Real-Time Machine Learning Platform For Digital Advertisement Bidding,Innovation and Technology Commission,http://dx.doi.org/10.13039/501100007156,ITS/057/18,2019,2020
Benjamin J. Wong,Benjamin,Wong,0009-0000-1129-6351,,,,,,
Benjamin J. Wong,Benjamin,Wong,0009-0008-8104-6575,,,,,,
Benjamin J. Wong,Benjamin,Wong,0009-0008-6551-1334,,,,,,
Benjamin J. Wong,Benjamin,Wong,0000-0002-1665-6165,Implications of Global Economic Forces for Domestic Monetary Policy,Australian Research Council,http://dx.doi.org/10.13039/501100000923,DP240100970,2024,2026
Benjamin J. Wong,Benjamin,Wong,0000-0002-1665-6165,Understanding the sources of secular stagnation,Australian Research Council,http://dx.doi.org/10.13039/501100000923,DP190100202,2019,2021
Benjamin J. Wong,Benjamin,Wong,0000-0002-1665-6165,Financial Cycles and the Macroeconomy,Australian Research Council,http://dx.doi.org/10.13039/501100000923,DE200100693,2020,2022
Benjamin J. Wong,Vincent Benjamin,Wong,0009-0001-7650-6222,,,,,,
Benjamin J. Wong,Benjamin,Ramirez-Wong,0000-0003-4381-5931,,,,,,
Benjamin J. Wong,Benjamin Chun Yu,Wong,0000-0002-3879-0349,,,,,,
Benjamin J. Wong,Benjamin Tziak Ze,Wong,0000-0001-5570-8223,Shaping and promoting healthy lifestyle through real-time monitoring technology and food legislation,Taylor's University Flagship Research Grant,,TUFR/2017/003/04,2017,2022
Benjamin J. Wong,Benjamin Yi Xin,Wong,0000-0003-1162-7557,,,,,,
Benjamin J. Wong,Benjamin Ngie Xiong,Wong,0000-0003-4298-2981,,,,,,
Benjamin J. Wong,ZHEN ZHOU BENJAMIN,WONG,0009-0007-4597-297X,,,,,,
Trevor R. Allen,Trevor,Allen,0000-0003-2616-3003,,,,,,
Trevor R. Allen,Trevor,Allen,0000-0003-4907-963X,,,,,,
Trevor R. Allen,Trevor,Allen,0000-0001-6549-8215,,,,,,
Trevor R. Allen,Trevor,Allen,0000-0002-3127-3015,,,,,,
Trevor R. Allen,Trevor,Allen,0000-0003-3420-547X,,,,,,
Trevor R. Allen,Trevor,Allen,0000-0001-8163-4328,,,,,,
Trevor R. Allen,Trevor,Allen,0009-0000-5548-8398,,,,,,
Trevor R. Allen,Trevor,Allen,0009-0002-0203-7731,,,,,,
Trevor R. Allen,Trevor,Allen,0000-0002-3911-7914,,,,,,
Stephanie Au,Stephanie,Au,0000-0003-0172-1400,,,,,,
Stephanie Au,Suk Yin Stephanie,AU-YEUNG,0000-0003-2905-6270,Mobility and perceived health in people with chronic stroke- empowerment through a community-based Tai Chi programme ,S.K. Yee Medical Foundation,,,2005,2006
Stephanie Au,Suk Yin Stephanie,AU-YEUNG,0000-0003-2905-6270,Application of problem-based learning strategies in the physiotherapy management of musculoskeletal dysfunction ,University Grant Committee,,,1998,1999
Stephanie Au,Suk Yin Stephanie,AU-YEUNG,0000-0003-2905-6270,Shaping a PBL module within a traditional curriculum: evaluation of student learning outcome ,University Grant Committee,,,1999,2001
Stephanie Au,Suk Yin Stephanie,AU-YEUNG,0000-0003-2905-6270,Modulation of corticomotor excitability by electric somatosensory stimulation in chronic stroke: acupoint versus peripheral nerve stimulation ,The Hong Kong Polytechnic University,,,2008,2014
Stephanie Au,Stephanie Ka Wai ,Au Yeung,0000-0003-3259-0159,,,,,,
Mauna R. Dasari,Mauna,Dasari,0000-0002-1956-2500,,,,,,
Daisy N. Gonzalez,Daisy,Gonzalez,0000-0002-7489-9827,,,,,,
Daisy N. Gonzalez,Daisy,Gonzalez,0000-0002-1919-7259,,,,,,
Daisy N. Gonzalez,Daisy ,Gonzalez ,0000-0001-7147-5562,,,,,,
Daisy N. Gonzalez,Daisy,Gonzalez,0000-0003-3116-1192,,,,,,
Daisy N. Gonzalez,Daisy ,Gonzalez,0000-0002-8305-2695,,,,,,
Daisy N. Gonzalez,Daisy,Gonzalez,0000-0001-5563-4121,,,,,,
Daisy N. Gonzalez,Daisy Beatriz,Gonzalez Gomez,0000-0001-8305-8985,,,,,,
Daisy N. Gonzalez,Lorena Daisy,Rojas-Gonzalez,0000-0003-4061-486X,,,,,,
Daisy N. Gonzalez,Daisy  Margarita,Gonzalez Diaz,0000-0002-6017-872X,,,,,,
Daisy N. Gonzalez,Daisy Noemi,Vega Gonzalez,0009-0008-5811-0962,,,,,,
Daisy N. Gonzalez,LORENA DAISY,ROJAS GONZALEZ,0009-0000-3758-6453,,,,,,
Rachel A. Horn,Rachel,Horn,0000-0002-0646-3757,,,,,,
Rachel A. Horn,Rachel,Horn,0000-0002-8186-493X,,,,,,
Rachel A. Horn,Rachel,Horn,0009-0008-8566-8910,,,,,,
Rachel A. Horn,Rachel,Horn,0000-0002-1815-7204,,,,,,
Rachel A. Horn,Rachel ,Horn,0009-0009-3719-4324,,,,,,
Vicki Hsieh,Vicki,Hsieh-Feng,0000-0002-9843-1583,,,,,,
Neetha Shankar Iyer,Neetha,Iyer,0000-0002-5636-1628,Identifying factors influencing parasite transmission in critically-endangered Grauer’s gorillas,Morris Animal Foundation,https://ror.org/05pg13f04,D18ZO-831,2018,2020
Shannon Lance,Shannon,Lance,0000-0002-5213-7346,,,,,,
Caroline A. Lewis,Caroline,Lewis,0000-0002-0256-0947,,,,,,
Caroline A. Lewis,Caroline,Lewis,0000-0002-5693-0632,,,,,,
Caroline A. Lewis,Caroline,Lewis,0000-0001-5849-6799,,,,,,
Caroline A. Lewis,Caroline,Lewis,0000-0002-5348-2547,,,,,,
Caroline A. Lewis,Caroline,Lewis,0000-0001-5481-3179,,,,,,
Caroline A. Lewis,Caroline,Lewis,0009-0009-6658-1534,,,,,,
Caroline A. Lewis,Mary Caroline,Lewis,0000-0002-2751-391X,,,,,,
Carolina Méndez,Carolina ,Méndez ,0000-0003-0666-1566,,,,,,
Carolina Méndez,María Carolina ,Méndez,0000-0001-6020-1101,,,,,,
Carolina Méndez,Carolina Soledad,Méndez ,0009-0009-9032-3869,,,,,,
Carolina Méndez,Carolina,Méndez Vargas,0009-0006-5991-3658,,,,,,
Carolina Méndez,Carolina,Gutiérrez Méndez,0000-0003-0568-9495,,,,,,
Carolina Méndez,Carolina,Méndez-Gálvez,0000-0001-7977-9595,Postdoctoral Fellowship,Comisión Nacional de Investigación Científica y Tecnológica,http://dx.doi.org/10.13039/501100002848,,2015,2017
Carolina Méndez,Carolina,Méndez-Gálvez,0000-0001-7977-9595,No need for gaseous CO in Pauson-Khand type reactions,Johan Gadolin Scholarship Programme,,,2018,2018
Carolina Méndez,Carolina,Méndez-Gálvez,0000-0001-7977-9595,No need for gaseous CO in Pauson-Khand type reactions,Otto A. Malm Foundation,,,2018,2019
Carolina Méndez,Carolina,Méndez Blanco,0000-0001-6378-2554,Study of the mechanisms of sorafenib resistance related to hypoxia in the treatment of liver tumors,Asociación Española Contra el Cáncer (AECC),,Ayuda Pre-Doctoral en Oncología (APRO) - Convocatoria 2016,2017,2021
Carolina Méndez,Carolina,Olmedo Méndez,0009-0006-9915-6938,,,,,,
Carolina Méndez,Camila Carolina ,Méndez Kahn,0000-0003-1143-0578,,,,,,
Carolina Méndez,DIANA CAROLINA,JIMÉNEZ MÉNDEZ,0000-0002-8441-1282,,,,,,
Carolina Méndez,Lilia Carolina,Méndez Martínez,0000-0002-0258-8472,,,,,,
Carolina Méndez,VANESSA CAROLINA,MÉNDEZ CARVAJAL,0000-0003-2082-8289,,,,,,
Carolina Méndez,Carolina Vanessa,Méndez Yánez,0000-0002-9604-1784,,,,,,
Carolina Méndez,Ilse Carolina,Rodríguez Méndez,0000-0002-6583-6170,,,,,,
Carolina Méndez,Jenny Carolina,Méndez Súarez,0009-0001-3812-3757,,,,,,
Carolina Méndez,María Carolina,Méndez Téllez,0009-0007-4399-0779,,,,,,
Carolina Méndez,Mirla Carolina,Méndez Gutiérrez,0000-0002-7161-147X,,,,,,
Carolina Méndez,Ingrid Carolina ,Méndez Guacaneme,0009-0008-9546-6298,,,,,,
Carolina Méndez,Martha Carolina,Rossainzz Méndez,0009-0005-1777-2650,,,,,,
Carolina Méndez,Leidy Carolina,Durán Méndez,0000-0002-3577-6787,,,,,,
Carolina Méndez,Andrea Carolina,Redondo Méndez,0000-0001-9226-8626,,,,,,
Carolina Méndez,Liliana Carolina,Vergara Méndez,0009-0001-7618-4948,,,,,,
Carolina Méndez,Miriam Carolina,Méndez Páz,0009-0006-7606-3536,,,,,,
Carolina Méndez,Cinthia Carolina,Méndez Somoza,0009-0005-9354-254X,,,,,,
Carolina Méndez,Carolina Patricia,Méndez Cruz,0009-0003-0496-9337,,,,,,
Carolina Méndez,Carolina Irene,Márquez Méndez,0000-0003-1035-4614,,,,,,
Carolina Méndez,Carolina Andrea,Gatica Méndez,0009-0002-1009-0196,,,,,,
Carolina Méndez,Yeny Carolina ,Arias Méndez ,0009-0009-4899-0377,,,,,,
Carolina Méndez,Ana Carolina ,Méndez Montero,0009-0005-0071-9159,,,,,,
Carolina Méndez,Larissa Carolina ,Méndez Domínguez ,0009-0003-8472-2122,,,,,,
Carolina Méndez,Jessica Carolina ,Méndez Robalino,0009-0000-5316-5886,,,,,,
Carolina Méndez,Tania Carolina ,Méndez Martinez ,0009-0009-6089-648X,,,,,,
Carolina Méndez,TABATA CAROLINA,VERDUGO MÉNDEZ,0009-0009-7232-2280,,,,,,
Carolina Méndez,Ana Carolina,Méndez Silva,0000-0002-8566-3289,,,,,,
Carolina Méndez,Sandra Carolina ,Méndez Otálora ,0009-0000-7389-6475,,,,,,
Carolina Méndez,Diana Carolina,Méndez Forero,0009-0003-2411-1127,,,,,,
Carolina Méndez,Lucia Carolina,Méndez Huasasquiche,0009-0007-1707-0143,,,,,,
Carolina Méndez,Carolina Beatriz,Reyes Méndez,0000-0003-1925-947X,,,,,,
Carolina Méndez,LIZETH CAROLINA,FLORES MÉNDEZ,0000-0001-5235-5880,,,,,,
Carolina Méndez,Teresa Carolina ,Robles Méndez ,0009-0003-1044-748X,,,,,,
Carolina Méndez,Diana Carolina,Méndez Casadiego,0009-0007-7083-1482,,,,,,
Carolina Méndez,Elieth Carolina,Méndez Gaitan,0009-0004-7319-9433,,,,,,
Carolina Méndez,Vilma Carolina,Bekker Méndez,0000-0002-6161-1425,,,,,,
Carolina Méndez,Leyla Carolina,Méndez Caro,0000-0003-2084-924X,"Corpolugaridades y contrapaisajes de la nación. Mujeres migrantes sudamericanas y las disputas por el estar en campamentos de Antofagasta, Chile ",Agencia Nacional de Investigación y Desarrollo,http://dx.doi.org/10.13039/501100020884,,2018,2021
Carolina Méndez,Leyla Carolina,Méndez Caro,0000-0003-2084-924X,Corpolugaridades en campamentos. Una propuesta analítica y de acción en diálogo con feminismos descoloniales y antirracistas,"Ministerio de culturas, las artes y el Patrimonio",,,,
Carolina Méndez,Leyla Carolina,Méndez Caro,0000-0003-2084-924X,"Estancia de Investigación en Universidad de los Andes, Colombia. Presentación de Proyecto sin financiamiento sobre Geografías de infancia ","Dirección de Gestión de la Investigación, Universidad de Antofagasta",http://dx.doi.org/10.13039/501100014135,,2025,2025
