"Authors, Primary",Title Primary,organism,where,Pub Year,Keywords,Abstract,Link
"Nickols,K. J.","Intraspecific interactions and population structure of the coral reef fish Thalassoma hardwicke (Bennett 1828) in Cook's Bay, Moorea, French Polynesia",fish,marine,2001,Moorea;French Polynesia;fish;Osteichthys;Thalassoma hardwicke;population structure;Labridae;behavior;wrass;reproduction;social structure,"Intraspecific interactions and population structure are not well known for coral reef fish, especially considering the variation in social systems among each species and differences between local populations. One such social system, is that of protogynous species, in which two types of individuals exist with a species - the initial phase, composed of females and some males, and the terminal phase, composed of males that were once females. An example of a protogynous hermaphroditic species is Thalassoma hardwicke, a member of the family Labridae, which is widely distributed throughout the Indo-Pacific and found in the coral reefs of Moorea, French Polynesia. This study aims to determine if there is an underlying ratio of initial phase and terminial phase individuals that dictates the structure of the T. hardwicke population, and its behavior. Populations of T. hardwicke were studies by examining transects at fringing reefs, back reefs, and at a motu and by doing observational studies in Moorea, French Polynesia. At fringing reef and back reef sites initial phase individuals, or drabs, were more common than terminal phase individuals, or gaudies. At the motu site, however, the ratio was reversed. Certain behaviors also depended upon the life stage of the individual, with certain activities reserved fo the different stages.",
"Rentner,J. R.","A comparison of cultivation strategies for Morinda citrifolia in Moorea, French Polynesia",plant,Terrestrial,2001,Moorea;French Polynesia;plants;Morinda citrifolia;Rubiaceae;cultivation;herbivory, ,
"Thomas,H.","The feeding ecology of Tetragnatha maxillosa (Araneae: Tetragnathidae) on Moorea, Society Islands, French Polynesia",invert,Terrestrial,2001,Moorea;French Polynesia;spider;Araneae;Tetragnathidae;Tetragnatha maxillosa;feeding;Insecta;Diptera;Simuliidae;distribution;habitat preference,"The feeding ecology of the long-jawed spider Tetragnatha maxillosa was examined in a four part study addressing habitat distribution, web characteristics, prey and web site movement. Habitat distribution observations showed spiders built webs primarily on Hibiscus and on rocks over reaches of riffle in streams sampled at six sites. Web measurements and observations revealed mature spiders built larger webs slightly closer to the stream water's surface than those of immature spiders and that webs of larger size had more radii. A mark-recapture study showed infrequent movement over distances averaging less than 1 meter. Insect sampling was conducted to provide a general description of prey availability over water in the riparian feeding environment and showed that although insects collected from the webs and the environment were all families of Diptera, the insects found in the jaws of T. maxillosa were specifically of the family Simuliidae (blackflies). This suggests there may be a strong predator-prey relationship between T. maxillosa and this family of flies that are considered pests in French Polynesia.",
"Wagner,J. G.","Population size and structure of Tridacna maxima (Mollusca, Bivalvia) on Moorea (French Polynesia) and its filtration and growth rates in different light intensities",invert,marine,2001,Moorea;French Polynesia;Tridacna maxima;Mollusca;Bivalvia;clam;population structure;feeding;zooxanthellae;symbiosis;distribution,"The balance of heterotrophy (filter feeding) and phototrophy (translocation of photsynthates from zooxanthellae) was investigated in the giant clam Tridacna maxima via filtration rate and growth rate in 4 different light intensities (full light, ~63% light, ~37% light, and zero light) over a four-week period. It was hypothesized that growth rate would be proportional to the amount of light that the clam received, while filtration rate would be inversely proportional to the amount of light that the clam received. Mean growth rate decreased in the zero light regime, while the other three light intensities exhibited similar mean growth rates. The filtration rate remained relatively constant in the three highest light intensities, while it occurred at a much higher rate in the zero light environment. The increased filtration rate suggests that T. maxima has the ability to alter its filtration to compensate for changes in light levels, yet not to a sufficient level to maintain normal life processes, therefore signifying that T. maxima relies heavily on phototrophy as a means of sustenance. Giant clams are highly prized for both their meat and their shells, and therefore, heavily hunted thoughout most of their distribution. This has resulted in populations that are significantly altered in population size and structure. To ascertain if this is occurring on the island of Moorea (French Polynesia), the status of the T. maxima stock was investigated through an extensive survey of six sites covering six habitat types. Tridacna maxima showed distinct patterns of distribution, with the back reef and patch reef lagoon habitats having the highest clam densities. Roughly 5.2% of the population consisted of sexually mature clams (>12 cm). The mean clam density, the mean shell size, and the size distribution suggest that the stock is unnatural in both population size and structure due to over hunting.",
"Askay,S.","Factors affecting the distribution on amphidromous gobies (Teleostei: Gobiidae) on Moorea, French Polynesia",fish,marine,2000,Moorea;French Polynesia;fish;Osteichthys;goby;Gobiidae;amphidromous;distribution;Stiphodon elegans;Awaous ocellaris;Stenogobius genivittatus;Sicyopterus taeniurus;Sicyopterus pugnans;Inocarpus fagiferus;Fabaceae, ,
"Bechtel,C.","Effects of secondary forest growth on soil organic carbon in Moorea, French Polynesia",ecosystem,Terrestrial,2000,Moorea;French Polynesia;land use;organic carbon;nitrogen;agriculture, ,
"Chan,C.",Dynamics of coarse riparian detritus in a stream in Moorea,ecosystem,Terrestrial,2000,Moorea;French Polynesia;stream;discharge;riparian;coarse particulate organic matter;Hibiscus tiliaceus;Malvaceae, ,
"Cheng,L.","Changes in territoriality with food supplementation in a land crab, Cardisoma carnifex, on Moorea, French Polynesia",invert,Terrestrial,2000,Moorea;French Polynesia;crabs;Cardisoma carnifex;Geocarcinidae;territoriality;behavior;feeding;Arthropoda;Crustacea;Decapoda, ,
"Ekstrom,J. A.","Behavioral and physical responses of damselfish (Stegastes nigricans) to stream run-off in Moorea, French Polynesia",fish,marine,2000,Moorea;French Polynesia;fish;Stegastes nigricans;Pomacentridae;Osteichthys;behavior;stream;discharge;aggression;algae, ,
"Epstein,M.","Habitat preference of the polychaete Gastrolepidia clavigera on the holothuroid Bohadschia argus in Moorea, French Polynesia",invert,marine,2000,Moorea;French Polynesia;habitat preference;polychaete;Gastrolepidia clavigera;sea cucumbers;Holothuria;Echinodermata;Bohadschia argus;symbiosis, ,
"Goldstein,L.","Invertebrate communities of Inocarpus fagiferus tree holes on Moorea, French Polynesia",invert,Terrestrial,2000,Moorea;French Polynesia;Inocarpus fagiferus;tree holes;Insecta;Collembola;mite;nematode;Annelida;worm;mosquitoes;Culicidae;Diptera;Invertebrates, ,
"Gulamhussein,S.","Distribution and desiccation tolerance of the filmy fern genus Trichomanes in two stream valleys on Moorea, French Polynesia",plant,Terrestrial,2000,Moorea;French Polynesia;fern;Trichomanes bipunctatum;Trichomanes humile;Trichomanes tahitense;distribution;Inocarpus fagiferus;habitat preference, ,
"Harbaugh,D. T.","The use of algae to indicate eutrophication in the streams of Cook's and Opunohu Bays, Moorea, French Polynesia",algae,Terrestrial,2000,Moorea;French Polynesia;algae;eutrophication;diversity;Padina;Dictotaceae;stream;discharge;agriculture;environmental health, ,
"Hu,J.","Reproductive allocation in seagrass, Halophila decipiens on Moorea, French Polynesia",plant,marine,2000,Moorea;French Polynesia;seagrass;Halophila decipiens;reproduction;ecology, ,
"King,E. A.","Distribution of the epiphytic fern Asplenium nidus in the Opunohu Valley of Moorea, French Polynesia",plant,Terrestrial,2000,Moorea;French Polynesia;fern;Asplenium nidus;distribution;habitat preference, ,
"Meux,B.","Observations of dominance and feeding behavior in human-fed freshwater eels and a comparison to naturally occurring eels in Moorea, French Polynesia",fish,Terrestrial,2000,Moorea;French Polynesia;eel;Anguilla mormorata;feeding;behavior, ,
"Muchow,R. S.",Temporal changes in coral composition in Moorea during the Holocene,coral,marine,2000,Moorea;French Polynesia;corals;Cnidaria;Poritidae;Pocilloporidae;Acroporidae;diversity;Porites;Pocillopora;Acropora;environmental health;fossil, ,
"Pasari,J.","Integration of the invasive plant Miconia calvescens DC on Moorea, French Polynesia",plant,Terrestrial,2000,Moorea;French Polynesia;plants;Miconia calvescens;Melastomaceae;Inocarpus fagiferus;Hibiscus tiliaceus;invasive species;herbivory, ,
"Peer,K. R.","Bioerosion rates of Echinothrix diadema along the fore reef in Moorea, French Polynesia",invert,marine,2000,Moorea;French Polynesia;Echinothrix diadema;urchins;Echinodermata;fish;Osteichthys;corals;Cnidaria;feeding, ,
"Peracca,G.","Evidence for symbiosis between species of non-native ants on Moorea, and the coastal tree species Hibiscus tiliaceus",insect,Terrestrial,2000,Moorea;French Polynesia;symbiosis;Insecta;Hibiscus tiliaceus;Malvaceae;ant;Formicidae;Hymenoptera, ,
"Poetker,S.","Intertidal and supra-littoral microbial mats of the Temae mudflat on Moorea, French Polynesia",microbe,marine,2000,Moorea;French Polynesia;intertidal;cyanobacteria;microbial mat;Lyngbya;Microcoleus;Oscillatoria;Phormidium;Xenococcus;Chroococcus;diversity;ecology, ,
"Roberge,P.","Locomotion and distribution of the cushion star Culcita novaeguineae in Cook's Bay, Moorea, French Polynesia",invert,marine,2000,Moorea;French Polynesia;sea star;Culcita novaeguineae;distribution;Orestridae;habitat preference;Pocillopora;Acropora;Acanthaster planci;feeding, ,
"Street,H.","The effect of livestock on diatoms, shrimp, and snail eggs in streams on Moorea, French Polynesia",invert,Terrestrial,2000,Moorea;French Polynesia;stream;discharge;environmental health;agriculture;diatoms;shrimp;snails, ,
"Wallace,A.","Spatial distribution and succession of epiphytes on Coco nucifera in Moorea, French Polynesia",plant,Terrestrial,2000,Moorea;French Polynesia;epiphytes;Cocos nucifera;coconut;distribution;fern;cyanobacteria;algae;lichen;bryophyte, ,
"Yong,C. M.",Comparative morphology of ten species of cowries (Gastropoda: Cypraeidae) with emphasis on the gastrointestinal system,invert,marine,2000,Moorea;French Polynesia;Gastropoda;snails;Cypraeidae;morphology;cowry;feeding;phylogeny, ,
"Baker,C.",Colonization habits and population dynamics of coral reef fish in Pocillopora eydouxi and Pocillopora meandrina,coral,marine,1999,Moorea;French Polynesia;corals;fish;Pocillopora eydouxi;Pocillopora meandrina;Dascyllus reticularis;Dascyllus aruanus;habitat preference;translocation/transplant;Pocilloporidae;Pomacentridae;Osteichthys;Cnidaria, ,
"Brusch,R.",Sediment turnover rate of the black sea cucumber Holothuria atra,invert,marine,1999,Moorea;French Polynesia;Holothuria atra;sea cucumbers;Echinodermata;sedimentation;feeding;Holothuridae;Holothuria, ,
"Des Marais,D. L.","Reproductive ecology of Freycinetia impavida (Pandanaceae), a flowering liana of the semi-cloud forest on Moorea, French Polynesia",plant,Terrestrial,1999,Moorea;French Polynesia;plants;reproduction;Freycinetia impavida;Pandanaceae;competition, ,
"Elliot,A.","Distribution, abundance, and habitat relationships of terrestrial land birds of Moorea, French Polynesia",bird,Terrestrial,1999,Moorea;French Polynesia;birds;distribution;habitat preference;Halycon venerata youngi;Ptilinopus purpuratus frater;agriculture;Zosterops lateralis;Acridotheres tristis;Pycnonotus cafer;Gallus gallus;Geopelia striata;Estrilda astrild;Emblema temporalis;Circus approximans;Columba livia;Lonchura castaneothorax;Ramphocelus dimidiatus, ,
"Gontang,E. A.",A report on the symbiotic relationship between the cushion star (Culcita novaguineae) and its commensal shrimp (Periclimenes soror),invert,marine,1999,Moorea;French Polynesia;sea star;Culcita novaeguineae;shrimp;Periclimenes soror;symbiosis;Echinodermata;Crustacea;color change, ,
"Gwin,A.","Fauna of natural and resort beaches on Moorea, French Polynesia",invert,marine,1999,Moorea;French Polynesia;disturbance;diversity;polychaete;Amphipoda;oligochaete;intertidal, ,
"Koehler,T. B.","Plant recovery on fire scars in Moorea, French Polynesia",plant,Terrestrial,1999,Moorea;French Polynesia;fire;plants;diversity;Dicranopteris linearis;recovery;Metrosideros collina;Myrtaceae;Lantana camara;Verbenaceae;Lamiacea;Hibiscus tiliaceus;Malvaceae;Mangifera indica;Anacardiaceae;Cocos nucifera;Arecaceae, ,
"Lebensohn,A. M.",Learning capabilities of different size Octopus bocki,invert,marine,1999,Moorea;French Polynesia;Octopus bocki;learning;feeding;Octopodidae;Cephalopoda, ,
"Maliga,Z.","The ecology of coral reef fish in the fringing reef of Haapiti, Moorea, French Polynesia",fish,marine,1999,Moorea;French Polynesia;fish;Osteichthys;ecology;habitat preference;diversity;Abudefduf;Pomacentridae;Acanthurus;Aulostomidae;Bothus;Centropyge;Canthigaster;Carchahinus;Chanos;Chaetodon;Chaetodontidae;Chelon;Chlorurus;Ctenochaetus;Chromis;Dascyllus aruanus;Diodon;Dunckerocampus;Epinephelus;Epibulus;Gomphosus;Heniochus;Labroides dimidiatus;Monotaxis;Mulloidchthys;Ostracion;Parupeneus;Thalassoma hardwicke;Zanclus;Zebrasoma, ,
"McGoldrick,L.","Aggression, feeding, territoriality and body size effects in geckos (Gekkonidae) of Moorea, French Polynesia",vertebrate,Terrestrial,1999,Moorea;French Polynesia;lizard;gecko;Gekkonidae;behavior;territoriality;feeding;aggression;Gehyra mutilata;Lepidodactylus lugubris;Gehyra oceanica;distribution, ,
"Murdock,A.","Morning glories (Convolvulaceae) of Moorea: Systematics, distribution, and ecology",plant,Terrestrial,1999,Moorea;French Polynesia;plants;Convolvulaceae;diversity;distribution;phylogeny;ecology;Ipomoea;Merremia;Operculina;habitat preference, ,
"Murdock_2,A.","A checklist of the flora of the Gump Station, Moorea, French Polynesia",plant,Terrestrial,1999,Moorea;French Polynesia;plants;checklist, ,
"Nguyen,D.","Photosensitivity and other behavior of the upside-down jellyfish, Cassiopea sp",invert,marine,1999,Moorea;French Polynesia;zooxanthellae;symbiosis;Cassiopea;jellyfish;behavior;phototaxy;morphology;Cnidaria;Scyphozoa, ,
"Roy-Burman,P.","The impact of fire on invertebrate macrofauna in Moorea, French Polynesia",invert,Terrestrial,1999,Moorea;French Polynesia;fire;invertebrates;disturbance;diversity;Insecta;Araneae;spider;Chilopoda;centipede;Diplopoda;millipede;Annelida;worm;Gastropoda;snails;Dysderidae;Heteropodidae;Scytodidae;Araneidae;Pholcidae;Tetragnathidae;Uloboridae;Salticidae;Coccinellidae;Scolytidae;Tenebrionidae;Blattidae;Delphacidae;Miridae;Pentatomidae;Reduviidae;Formicidae;Gryllidae;Isopoda;recovery, ,
"Silva,J.",Behavior and distribution of the bivalve mollusk Lima fragilis,invert,marine,1999,Moorea;French Polynesia;Bivalvia;Mollusca;Lima fragilis;behavior;habitat preference;distribution;Octopus cyanea;Octopodidae;Cephalopoda;defense, ,
"Tang,A. M.","Banana cultivation: The agronomic impact of the insect pest Cosmopolites sordidus in Moorea, French Polynesia",insect,Terrestrial,1999,Moorea;French Polynesia;banana;Insecta;weevil;Curculionidae;Coleoptera;Cosmopolites sordidus;agriculture;pest management, ,
"Wagner-Porter,K. M. G.","The distribution and predation of tree snails on Moorea, French Polynesia",invert,Terrestrial,1999,Moorea;French Polynesia;snails;Gastropoda;distribution;Partula;Samoana attenuata;Liardetia normalis;Coneuplecta calculosa;Euglandina rosea;predation;host;plants;Freycinetia;Pandanaceae;Angiopteris;Inocarpus fagiferus;Fabaceae, ,
"Wickland,A.","Reproductive ecology of Metrosideros collina (Myrtaceae) of Moorea, French Polynesia",plant,Terrestrial,1999,Moorea;French Polynesia;Metrosideros collina;Myrtaceae;reproduction;pollination;Dicranopteris linearis;ecology, ,
"Williams,J. L.","The feeding ecology and effects of flooding on the tropical freshwater shrimp, Caridina weberi (Atyidae)",invert,Terrestrial,1999,Moorea;French Polynesia;feeding;shrimp;Caridina weberi;stream;discharge;Hibiscus tiliaceus;distribution, ,
"Wu,L. S.","Aggregation behavior of the nudibranch Risbecia imperialis using chemical cues in Cook's Bay, Moorea, French Polynesia",invert,marine,1999,Moorea;French Polynesia;Nudibranchia;Mollusca;Risbecia imperialis;chemosensory;Risbecia tryoni;Chromodorididae;behavior, ,
"Bowers,A. J.","Cavity-dwelling stomatopod distribution and indicators of Cook's Bay, Moorea",invert,marine,1998,Moorea;French Polynesia;Stomatopoda;distribution;Gonodactylus espinosa;Gonodactylus childi;Gonodactylus affinis;Chorisquilla excavata;Crustacea;habitat preference;Arthropoda;Malacostraca, ,
"Chavez,Y. E.","The semiaquatic Gerromorpha (order Hemiptera) of Moorea, French Polynesia: Classification, distribution, ecology and behavior",insect,Terrestrial,1998,Moorea;French Polynesia;Insecta;Heteroptera;Gerridae;Limnogonus luctuosus;Trepobates;Halobates hawaiiensis;Hermatobatidae;Hermatobates;Veliidae;Rhagovelia;water strider;mosquitoes;Culicidae;Diptera;distribution;habitat preference, ,
"Cooney,K.",A correlation between changes in depth and changes in algal density in Porites lutea,algae,marine,1998,Moorea;French Polynesia;zooxanthellae;symbiosis;Porites lutea;corals;habitat preference;Symbiodinium microadriaticum;Poritidae;Cnidaria, ,
"Cossey,L. L.","The effects of overwater hotel bungalows on coral health and diversity on the island of Moorea, French Polynesia",ecosystem,Terrestrial,1998,Moorea;French Polynesia;corals;Cnidaria;disturbance;diversity;algae;tourism;Porites;Poritidae;Fungia;Fungiidae;Favia;Faviidae;Montipora;Pocillopora;Pocilloporidae;Acropora;Acroporidae;Pavona;Agariciidae;Halimeda;Halimedaceae;Turbinaria ornata;Sargassaceae;Dictyota;Dictotaceae;Echinothrix;Valonia;Palythoa;Stephanoscyphus;Bohadschia argus;Echinometra;Diadema;Mespilia;Trochus;Holothuria atra;sea cucumbers;Echinodermata;Padina;Littorina;Zellera;Siphonium;Pardina;fish;Osteichthys, ,
"Crandall,E. D.","Early life history aspects of amphidromous neritid snails in Moorea, French Polynesia",invert,Terrestrial,1998,Moorea;French Polynesia;snails;amphidromous;Neritidae;Gastropoda;Neritina canalis;Neritina turrita;Clithon spinosa;Septaria porcellana;biology;physiology;Mollusca, ,
"Firestone,D. N.",Physico-chemical factors affecting community structure in intertidal rocky pools on a coral conglomerate platform,ecosystem,marine,1998, , ,
"Gelay,J. G.",Octopus color phenotypes: A comparison between O. bocki and O. cyanea,invert,marine,1998,Moorea;French Polynesia;morphology;color change;Octopus bocki;Octopus cyanea;Octopodidae;Cephalopoda, ,
"Graber,S. A.","Prey selectivity of the nocturnal planktivore, Myripristis spp. at different light intensities",invert,marine,1998,Moorea;French Polynesia;predation;Myripristis;fish;Osteichthys;Holocentridae;plankton, ,
"Gutierrez,J. A.","Distribution, prevalence and host-size relationships of gill and stomach parasites in four tropical pelagic fish",fish,marine,1998,Moorea;French Polynesia;parasite;host;Katsuwonus pelamis;Sphraena barracuda;Acanthocybium solandri;Coryphaena hippurus;trematode;fluke;Hirundella venticosa;Bathyctyle coryphanae;Anasakis simplex;fish;Osteichthys;Sphyraenidae;Coryphaenidae;Scombridae, ,
"Jinnah,S.","Distribution and abundance of two gastropods (Melanoides tuberculata and Thiara granifera) in taro (Colocasia esculenta) plantations in Moorea, French Polynesia",invert,Terrestrial,1998,Moorea;French Polynesia;Gastropoda;Melanoides tuberculata;Thiara granifera;taro;Colocasia esculenta;distribution;habitat preference;feeding;snails, ,
"McCutchan,M.",Suggestions for management of Trochus niloticus stocks based on size-selection by people who collect the marine snail for its meat,invert,Terrestrial,1998,Moorea;French Polynesia;snails;Gastropoda;Trochus niloticus;conservation, ,
"Murphy,S. K.;Wright,H. E.","The shallow-water sponges of Cook's Bay, Moorea, French Polynesia: A systematic and distributional survey",invert,marine,1998,Moorea;French Polynesia;sponges;distribution;Porifera, ,
"Nerney,C.",Morinda citrifolia in Moorea: A preliminary macroinvertebrate survey and agronomic status report,invert,Terrestrial,1998,Moorea;French Polynesia;Morinda citrifolia;plants;agriculture;Rubiaceae;Insecta;Psocoptera;Lachesillidae;Homoptera;Psyllidae;Cicadellidae;Delphacidae;Cixiidae;Invertebrates;Coleoptera;Melyridae;Diptera;Syrphidae;Tachinidae;Otitidae;Phoridae;Formicidae;Hymenoptera;spider;Araneae, ,
"Parker,K. A.","Nearshore aquatic effects of anthropogenetically modified shorelines in Cook's Bay, Moorea, French Polynesia",ecosystem,marine,1998,Moorea;French Polynesia;diversity;distribution;disturbance;habitat preference;fish;Osteichthys;Corythoichthys;Fungia;Fungiidae;Herpolitha;Porites;Poritidae;Stichodactyla;Synanceja;Diadema;Echinometra;Dictyota;Halimeda;Padina;Parapercis;Sargassum;Turbinaria ornata;Caulerpa;Valonia;Nennalpheus;Gastrolepidia clavigera;algae;urchins;Echinodermata;corals;Cnidaria, ,
"Rich,V.","A benthic comparison of two tropical bays (Moorea, French Polynesia)",invert,marine,1998,Moorea;French Polynesia;sedimentation;disturbance;oligochaete;chemistry;benthos, ,
"Roderick-Jones,R. A.","Seagrass, Halophila decipiens Ostenfeld, populations in Moorea, French Polynesia, and their response to herbivory and light",plant,marine,1998,Moorea;French Polynesia;plants;seagrass;Halophila decipiens;herbivory;light intensity;translocation/transplant;salinity, ,
"Satterthwaite,W. H.","Distribution and host preference of the parasitic vine Cassytha filiformis (Lauraceae) growing on Motu Tiahura, Moorea, French Polynesia",plant,Terrestrial,1998,Moorea;French Polynesia;plants;Lauraceae;Cassytha filiformis;host;parasite;Lepturus repens;Poaceae;Cenchrus echinatus;Emilia fosbergii;Asteraceae;Passiflora foetida;Passifloraceae;Scaevola taccada;Goodeniaceae;habitat preference;distribution, ,
"Sims,K. F.",The distribution of christmas tree worms on coral heads,invert,marine,1998,Moorea;French Polynesia;chrismas tree worm;Spirobranchus giganteus;polychaete;Annelida;distribution;Porites;Poritidae;corals;Cnidaria, ,
"Talavera,J.","Analysis of coral gradient along vertical coral slopes on fringing reefs in Cook's Bay, Moorea, French Polynesia",coral,marine,1998,Moorea;French Polynesia;corals;Cnidaria;diversity;disturbance;salinity, ,
"Vallejo,P. G.","Comparison of damselfish (Stegastes nigricans) defensive behavior in reef lagoon and motu ponds on Moorea, French Polynesia",fish,marine,1998,Moorea;French Polynesia;fish;Osteichthys;Stegastes nigricans;defense;behavior;territoriality;aggression;Pomacentridae, ,
"Zajaczkowski,M.",Spatial distribution of the epiphytic coralline red algae Jania within populations of the brown alga Turbinaria ornata,algae,marine,1998,Moorea;French Polynesia;algae;Jania;Turbinaria ornata;Sargassaceae;translocation/transplant;herbivory;habitat preference;sedimentation, ,
"Bickel,S. A.","Burrowing ecology and behavior of the land crab Cardisoma carnifex in Moorea, French Polynesia",invert,Terrestrial,1997,Moorea;French Polynesia;crabs;Cardisoma carnifex;Geocarcinidae;behavior;distribution;Crustacea;Decapoda;Arthropoda, ,
"Bock,P. A.","Distribution and dispersal of Miconia calvescens DC, an invasive alien tree in Moorea, French Polynesia",plant,Terrestrial,1997,Moorea;French Polynesia;distribution;Miconia calvescens;Melastomaceae;plants, ,
"Borslien,D.",Distributional patterns in Moorean waterfall macroinvertebrates,invert,Terrestrial,1997,Moorea;French Polynesia;distribution;stream;diversity;snails;Simuliidae;Simulium;Amphipoda;Insecta;Diptera;Gastropoda;Invertebrates, ,
"Boyle,K. S.","Microhabitat partitioning in two color morphs of the arc-eye hawkfish, Paracirrhites arcatus (Cirrhitidae)",fish,marine,1997,Moorea;French Polynesia;fish;Paracirrhites arcatus;Cirrhitidae;habitat preference;Pocillopora;Porites;Osteichthys;Pocilloporidae;Poritidae;corals;Cnidaria, ,
"Cooley,H. S.","Comparative study of the effects of land use practices on the Opunohu and Pao Pao Rivers, Moorea, French Polynesia",ecosystem,Terrestrial,1997,Moorea;French Polynesia;stream;agriculture;sedimentation;nitrogen;phosphorous;chemistry;environmental health, ,
"Garcia,E. A.",Resource partitioning in two cryptic species of Pacific skinks Emoia cyanura and E. impar (Lacertilia: Scincidae),vertebrate,Terrestrial,1997,Moorea;French Polynesia;skink;Emoia cyanura;Emoia impar;habitat preference;feeding;Scincidae;lizard;distribution, ,
"Gershman,L.","Effect of the introduced mangrove, Rhizophora stylosa, on the diversity and abundance of intertidal gastropods on Moorea, French Polynesia",plant,Terrestrial,1997,Moorea;French Polynesia;mangrove;Rhizophora stylosa;diversity;Gastropoda;snails;intertidal;Paspalum vaginatum;Littoraria intermedia;Clithon chlorostoma;habitat preference, ,
"Hatley,E.","Shell preference of Calcinus sp. (Crustacea, Decapoda) based on aperture geometry",invert,marine,1997,Moorea;French Polynesia;crabs;Calcinus;Diogenidae;shell selection;Crustacea;behavior;mangrove, ,
"LEE, Y.","Nutrient Content and Biota of Epiphytic and Terrestrial Soils in a Tropical Forest in Moorea, French Polynesia",plant,terrestrial ,2015,,,
"LEE, J.",Role of a Giant Tree Fern Angiopteris evecta in Biological Facilitation of the Germination of the Green Cancer Miconia calvescens.  ,plant,terrestrial,2016,,,
"Muto,D.","Causes of spatial variation of a fringing reef in Paopao Bay, Moorea, French Polynesia",coral,marine,1997,Moorea;French Polynesia;PaoPao Bay;corals;Cnidaria;algae;Echinodermata;Holothuria;sea cucumbers;diversity;distribution;Porites;Poritidae;Psammocora;Pocillopora;Pocilloporidae;Montipora;Acropora;Acroporidae;Montastrea;Faviidae;Pavona;Agariciidae;Leptastrea;Fungia;Fungiidae;Halimeda;Halimedaceae;Dictyota;Dictotaceae;Galaxaura;Galaxauraceae;Porolithon;Padina;Turbinaria ornata;Sargassaceae;Ventricaria;Valoniaceae;Diadema;Echinothrix;Echinometra, ,
"Petterson,R.","The morphology of Tuarea fringing reef, Moorea, French Polynesia",coral,marine,1997,Moorea;French Polynesia;Tuarea;reef;morphology, ,
"Salazar,C. E.","Diurnal behaviors of Anguilla marmorata in streams on Moorea, French Polynesia",fish,marine,1997,Moorea;French Polynesia;behavior;Anguilla mormorata;eel, ,
"Shapland,R.","Fauna associated with floating vegetation rafts in the lagoon of Paopao Bay, Moorea, French Polynesia",invert,marine,1997,Moorea;French Polynesia;PaoPao Bay;Turbinaria ornata;Sargassum sociale;Invertebrates;Nudibranchia;Mollusca;copepods;ostracods;Sytyliferinaa;Pusillina;Rissoina;Schwartziella;Itibittium;Triphora;Cupraea;Gastropoda;snails;Isopoda;crabs;Crustacea, ,
"Sisco,J.","The effects of nutrients and herbivores on algal standing crop in the Opunohu river, Moorea, French Polynesia",algae,marine,1997,Moorea;French Polynesia;algae;herbivory;nitrogen;phosphorous, ,
"Tolliver,H.","Soil characteristics of varying aged pineapple plantations in Pao Pao Valley, Moorea, French Polynesia",ecosystem,Terrestrial,1997,soil;agriculture;chemistry;Moorea;French Polynesia;pineapple;Ananus, ,
"Bergstrom,K. G.",Distributional patterns of mobile epifauna associated with two species of brown algae (Phaeophyta) in a tropical reef ecosystem,invert,marine,1996,Moorea;French Polynesia;algae;distribution;Invertebrates;morphology;Turbinaria ornata;Sargassaceae;Dictyota;Dictotaceae, ,
"Canepa,J. L.","Neuston composition and the effect of freshwater sediment plumes in Paopao and Opunohu Bays (Moorea, French Polynesia)",invert,Terrestrial,1996,Moorea;French Polynesia;PaoPao Bay;Opunohu Bay;sedimentation;zooplankton;copepods;foraminifera;polychaete;Gastropoda;snails, ,
"Carosene,Y.","Establishment and development of the mangrove fern Acrostichum aureum on Moorea, French Polynesia",plant,Terrestrial,1996,Moorea;French Polynesia;plants;fern;Acrostichum aureum;mangrove;salinity;habitat preference, ,
"Conners,J. R.",A behavioral and ecological phylogeny of the freshwater Neritidae on Moorea,invert,Terrestrial,1996,Moorea;French Polynesia;Neritidae;phylogeny;behavior;ecology;Neritina auriculata;Neritina canalis;Neritina turrita;Septaria porcellana;Clithon spinosa, ,
"Dobrowski,S.","The distribution of corticolous epiphytes on Hibiscus tiliaceus in the Opunohu watershed; Moorea, French Polynesia",plant,Terrestrial,1996,Moorea;French Polynesia;Hibiscus tiliaceus;epiphytes;Malvaceae;distribution;elevation;moss;Calymperes;Ectropothecium sodale;fern;Leucolejeunea;Thysananthus;Lejeuneaceae, ,
"Emmett,M. A.","The distribution and morphology of seagrass (Halophila decipiens) in Moorea, French Polynesia",plant,marine,1996,Moorea;French Polynesia;seagrass;Halophila decipiens;plants;distribution;morphology;PaoPao Bay;Opunohu Bay, ,
"Feldman,C.","Distribution and ecology of freshwater shrimp (Decapoda) in the Opunohu river, Moorea, French Polynesia",invert,Terrestrial,1996,Moorea;French Polynesia;distribution;ecology;shrimp;stream;Macrobrachium;Palaemonidae;Atyidae;Atyoida pilipes;Caridina weberi;Crustacea, ,
"Filiatrault,D. D.","Factors affecting the distribution of holothuroids on Vaipahu reef, Moorea, French Polynesia",invert,marine,1996,Moorea;French Polynesia;Vaipahu reef;Holothuridae;Holothuria atra;sea cucumbers;Echinodermata;distribution;habitat preference;diversity, ,
"Khandwala,S. B.","Leaf retention and decomposition in a tropical island stream, Moorea, French Polynesia",ecosystem,Terrestrial,1996,Moorea;French Polynesia;stream;discharge;elevation;Hibiscus tiliaceus;Malvaceae;Inocarpus fagiferus;Fabaceae;leaf retention;Macrobrachium;Caradina;shrimp;Palaemonidae;Atyidae;Crustacea, ,
