input,given,family,orcid,title,funder,identifier,award,start,end
"Johnson,A.",Rosina A,Johnson,0009-0009-0781-7877,,,,,,
"Johnson,A.",Ericka A,Johnson,0009-0001-7788-0873,,,,,,
"Johnson,A.",A. Steve,Johnson,0000-0002-2835-0833,,,,,,
"Johnson,A.",Chelsea A.,Johnson,0000-0002-7923-3856,,,,,,
"Johnson,A.",Eboni A.,Johnson,0000-0002-8295-9017,NEA Big Read,National Endowment for the Arts,https://ror.org/04t269f15,,2022,2023
"Johnson,A.",Daniel A.,Johnson,0000-0001-8599-470X,,,,,,
"Johnson,A.",Willene A,Johnson,0000-0001-9973-4757,,,,,,
"Johnson,A.",Rebecca A,Johnson,0009-0001-2463-3510,,,,,,
"Johnson,A.",Shelley A.,Johnson,0000-0002-0098-2134,,,,,,
"Johnson,A.",Edward A.,Johnson,0000-0002-4710-9295,,,,,,
"Johnson,A.",Markae` A.,Johnson,0009-0000-2887-5173,,,,,,
"Johnson,A.",Catherine A.,Johnson,0009-0002-5328-9437,Canadian libraries' role in the scholarly communication ecosystem: ,Social Science and Humantiies Research Council.  Canada,,,2019,2025
"Johnson,A.",Catherine A.,Johnson,0009-0002-5328-9437,The Public Library and Social Capital,Social Science and Research Council of Canada,,,2008,2012
"Johnson,A.",Luke A,Johnson,0000-0002-6697-6589,,,,,,
"Johnson,A.",A. Holly,Johnson,0000-0001-8244-7479,,,,,,
"Johnson,A.",Alexandra A.,Johnson,0000-0001-7392-9169,,,,,,
"Johnson,A.",Robin A,Johnson,0000-0003-4308-4550,,,,,,
"Johnson,A.",Julie A,Johnson,0000-0001-9847-1932,,,,,,
"Johnson,A.",Christopher A. ,Johnson,0009-0002-6507-1611,,,,,,
"Johnson,A.",A. Wayne,Johnson,0000-0002-2207-5826,,,,,,
"Johnson,A.",Christopher A. ,Johnson,0009-0004-1732-0235,,,,,,
"Johnson,A.",James A,Johnson,0000-0002-2312-0633,,,,,,
"Johnson,A.",Anna A.,Johnson,0000-0003-2955-0308,,,,,,
"Johnson,A.",Amethyst A.,Johnson,0000-0002-2047-1913,Investigating boundary layer processes in tropical cyclones in the Met Office operational forecasting model,Natural Environment Research Council,http://dx.doi.org/10.13039/501100000270,2442983,2020,2024
"Johnson,A.",Jennifer A.,Johnson,0000-0003-2725-4580,,,,,,
"Johnson,A.",Christopher A.,Johnson,0000-0003-1482-9525,,,,,,
"Johnson,A.",Kyle A,Johnson,0009-0003-5227-090X,,,,,,
"Johnson,A.",Christopher A.,Johnson,0009-0006-0606-7654,,,,,,
"Johnson,A.",Ben A,Johnson,0000-0002-6570-6392,,,,,,
"Johnson,A.",Dr. Ginger A,Johnson,0000-0002-4728-3744,,,,,,
"Johnson,A.",a t charlie,johnson,0000-0002-5402-1224,,,,,,
"Johnson,A.",Brad A. M. ,Johnson,0000-0003-2905-9957,,,,,,
"Johnson,A.",Dr Raymonda A. B.,Johnson,0000-0002-5666-8398,,,,,,
"Johnson,A.",Hyacinthe A.,JOHNSON-ANSAH,0000-0002-3635-907X,,,,,,
"Johnson,A.",Shamari A.,Johnson V.,0009-0003-2741-2339,,,,,,
"Johnson,A.",A M ,Anthony Johnson,0000-0003-3462-6186,Development of RNAi mediated citrus yellow mosaic Badnavirus (CMBV) resistant sweet orange (Citrus sinensis L. Osbeck) transgenic plants and evaluation of developed transgenic citrus for CMBV resistance,Science and Engineering Research Board,http://dx.doi.org/10.13039/501100001843,SERB/LS-322/2013,2014,2017
"Johnson,A.",Emmanuel A.,Flores-Johnson,0000-0003-4285-5181,,,,,,
"Johnson,A.",JOHNSON ANTONY A,JOHNSON ANTONY A,0009-0005-4526-8590,,,,,,
"Lin,B. Y.",B,Lin,0009-0002-8409-9361,,,,,,
"Lin,B. Y.",B. S.,Lin,0000-0001-6307-0688,,,,,,
"Lin,B. Y.",Q. B.,Lin,0000-0001-6135-7829,,,,,,
"Liu,T.",T,Liu,0000-0002-9762-8413,,,,,,
"Liu,T.",T.,Liu,0000-0001-8353-4224,,,,,,
"Liu,T.",T.,Liu,0000-0003-2235-6158,,,,,,
"Liu,T.",T,LIU,0009-0009-3164-5059,,,,,,
"Liu,T.",B. T.,Liu,0000-0002-7740-2003,,,,,,
"Liu,T.",L.-T.,Liu,0000-0001-7303-623X,,,,,,
"Liu,T.",T. S.,Liu,0000-0002-7063-0943,,,,,,
"Liu,T.",Qian T.,Liu,0000-0003-2884-198X,,,,,,
"Liu,T.",L. T.,Liu,0000-0002-6464-7407,,,,,,
"Liu,T.",Andy T.,Liu,0000-0002-2502-3992,,,,,,
"Liu,T.",Jason T.,Liu,0000-0002-5047-3207,,,,,,
"Liu,T.",Imogen T.,Liu,0000-0002-1627-9849,,,,,,
"Liu,T.",Edison T.,Liu,0000-0003-4293-4795,,,,,,
"Liu,T.",Joseph T C,Liu,0000-0003-2941-2060,,,,,,
"Liu,T.",Gillian H. T.,Liu,0000-0003-4844-7410,,,,,,
"Liu,T.",Hugh H.-T.,Liu,0000-0003-2835-4487,,,,,,
"Liu,T.",T. Y. Alvin,Liu,0000-0003-2957-0755,,,,,,
"Liu,T.",Sylvia C T,Liu,0000-0003-3449-9113,,,,,,
"Liu,T.",Grant T.,"Liu, MD",0000-0003-2173-281X,,,,,,
"Trujillo,S.",Edkin S.,Espinosa Trujillo,0009-0007-2348-2195,,,,,,
"Woo,I.",I,Woo,0000-0002-9394-9391,,,,,,
"Woo,I.",I-hao,Woo,0000-0002-9907-2770,,,,,,
"Woo,I.",I-hao,Woo,0000-0002-2485-1083,,,,,,
"Cooley,H. S.",Shane H.,Cooley,0009-0007-4990-4245,,,,,,
"Garcia,E. A.",E,Garcia Sanchez,0000-0002-1660-8622,,,,,,
"Garcia,E. A.",E,FRAILE-GARCIA,0000-0001-9408-5575,,,,,,
"Garcia,E. A.",FELIPE E.,GARCIA,0000-0002-4161-5840,Prevención de problemas de salud mental en personas expuestas a un evento altamente estresante reciente: Un estudio controlado aleatorizado,Fondo Nacional de Desarrollo Científico y Tecnológico,http://dx.doi.org/10.13039/501100002850,1180134,,
"Garcia,E. A.",FELIPE E.,GARCIA,0000-0002-4161-5840,PREDICTORES DE MALESTAR Y BIENESTAR PSICOLÓGICO EN PERSONAS AFECTADAS POR UN ACCIDENTE LABORAL,Agencia Nacional de Investigación y Desarrollo,http://dx.doi.org/10.13039/501100002848,11150172,2015,2017
"Garcia,E. A.",FELIPE E.,GARCIA,0000-0002-4161-5840,Evaluación de intervenciones psicológicas en personas víctimas de delitos por lesiones y robos violentos,Fondo Nacional de Desarrollo Científico y Tecnológico,http://dx.doi.org/10.13039/501100002850,1220231,2022,2026
"Garcia,E. A.",David E.,Garcia,0000-0002-3732-8435,,,,,,
"Garcia,E. A.",K. E.,GARCIA,0000-0002-1848-1813,,,,,,
"Garcia,E. A.",Hernan E.,Garcia,0000-0002-6173-2542,,,,,,
"Garcia,E. A.",Carlos A E,Garcia,0000-0002-7629-4741,,,,,,
"Garcia,E. A.",Daniel E.,Garcia A.,0000-0002-5491-660X,,,,,,
"Garcia,E. A.",Javier E.,Cañada-Garcia,0000-0002-8964-0551,,,,,,
"Garcia,E. A.",Diana E.,Cadenas-Garcia,0009-0003-2896-9577,,,,,,
"Garcia,E. A.",Nelda E,Reyes Garcia,0000-0002-4618-3821,"Our Forest, Our Future: A new model for catalyzing civic discourse and collective action on the health of our forests and communities.",Institute of Museum and Library Services,https://ror.org/030prv062,MA-251547-OMS-22,,
"Garcia,E. A.",Nelda E,Reyes Garcia,0000-0002-4618-3821,Advancing Health Literacy to Enhance Equitable Community  Responses to COVID-19,U.S. Department of Health and Human Services,http://dx.doi.org/10.13039/100000016,,2021,2023
"Garcia,E. A.",Nelda E,Reyes Garcia,0000-0002-4618-3821,Promoting Math in Young Children: Leveraging pediatric clinics to reach underrepresented children in rural communities,Directorate for Education & Human Resources,http://dx.doi.org/10.13039/100000081,2213711,2022,2025
"Garcia,E. A.",Nelda E,Reyes Garcia,0000-0002-4618-3821,Head Start on Engineering: Supporting Engineering Interest Development in Early Childhood,Directorate for Education & Human Resources,http://dx.doi.org/10.13039/100000081,1515628,2015,2018
"Garcia,E. A.",Nelda E,Reyes Garcia,0000-0002-4618-3821,Collaborative Research: Head Start on Engineering: Developing a Learning Community to Study and Support Family-level Interest in Engineering,Directorate for Education & Human Resources,http://dx.doi.org/10.13039/100000081,1906409,2019,2023
"Garcia,E. A.",Nelda E,Reyes Garcia,0000-0002-4618-3821,Diálogos: Harnessing Latinx Community Cultural Wealth to Support Executive Function in Early Childhood through Family Engineering Experiences,Directorate for Education & Human Resources,http://dx.doi.org/10.13039/100000081,2115463,2021,2023
"Garcia,E. A.",Nelda E,Reyes Garcia,0000-0002-4618-3821,Full-Scale Development: Designing Our World: A Community Envisioning Girls as Engineers,Directorate for Education & Human Resources,http://dx.doi.org/10.13039/100000081,1322306,2013,2018
"Garcia,E. A.",Nelda E,Reyes Garcia,0000-0002-4618-3821,"The  McWane Science Center (MWSC) will create a new exhibition experience entitled ""Dropping Science: Hip-Hop Interactive"" that will capture the elements of the popular music genre using interpretive experiences.",Institute of Museum and Library Services,http://dx.doi.org/10.13039/100000208,MA-249379-OMS-21,2020,2021
"Garcia,E. A.",Nelda E,Reyes Garcia,0000-0002-4618-3821,Nanoscale Informal Science Education Network,Directorate for Education & Human Resources,http://dx.doi.org/10.13039/100000081,0532536,2005,2011
"Garcia,E. A.",Nelda E,Reyes Garcia,0000-0002-4618-3821,Nanoscale Informal Science Education Network,Directorate for Education & Human Resources,http://dx.doi.org/10.13039/100000081,0940143,2010,2017
"Garcia,E. A.",Nelda E,Reyes Garcia,0000-0002-4618-3821,Sustainability: Promoting Sustainable Decision Making in Informal Education,Directorate for Education & Human Resources,http://dx.doi.org/10.13039/100000081,0917595,2009,2015
"Garcia,E. A.",Jorge E,Valdez-Garcia,0000-0001-8828-720X,,,,,,
"Garcia,E. A.",E. Elena,Garcia-Martin,0000-0003-4807-3287,CArbon/Nutrient DYnamics and FLuxes Over Shelf Systems (CANDYFLOSS),Natural Environment Research Council,,NE/K00168X/1,,
"Garcia,E. A.",E. Elena,Garcia-Martin,0000-0003-4807-3287,Marine bacterioplankton respiration: a critical unknown in global carbon budgets,Leverhulme Trust,http://dx.doi.org/10.13039/501100000275,RPG-2017-089,2017,2022
"Garcia,E. A.",E. Elena,Garcia-Martin,0000-0003-4807-3287,REMineralisation of organic carbon by marine bActerIoplanktoN (REMAIN) - reducing the known unknown,Natural Environment Research Council,http://dx.doi.org/10.13039/501100000270,NE/R000956/1,2017,2020
"Garcia,E. A.",E. Elena,Garcia-Martin,0000-0003-4807-3287,Land Ocean CArbon TransfEr (LOCATE)-1 yr extension,Natural Environment Research Council,http://dx.doi.org/10.13039/501100000270,,2021,2022
"Garcia,E. A.",E. Elena,Garcia-Martin,0000-0003-4807-3287,Monitoring Anthropogenic Particles and Plankton using citizen Science (MAPPS),Natural Environment Research Council,http://dx.doi.org/10.13039/501100000270,,2021,2022
"Garcia,E. A.",E. Elena,Garcia-Martin,0000-0003-4807-3287,Biogeochemical processes and ecosystem function in changing polar systems and their global impacts,Natural Environment Research Council,http://dx.doi.org/10.13039/501100000270,,2022,2027
"Garcia,E. A.",E. Elena,Garcia-Martin,0000-0003-4807-3287,Carbon Uptake and Seasonal Traits of Antarctic Remineralisation Depths (CUSTARD),Natural Environment Research Council,http://dx.doi.org/10.13039/501100000270,NE/P021263/1,2018,2022
"Garcia,E. A.",E. Elena,Garcia-Martin,0000-0003-4807-3287,Fluorometric Tetrazolium Salt/Formazan Assays for Histochemistry and Biomedical Applications,Natural Environment Research Council,http://dx.doi.org/10.13039/501100000270,NE/S015493/1,2019,2019
"Garcia,E. A.",E. Elena,Garcia-Martin,0000-0003-4807-3287,Processes Influencing Carbon Cycling: Observations of the Lower limb of the Antarctic Overturning (PICCOLO),Natural Environment Research Council,http://dx.doi.org/10.13039/501100000270,NE/P021395/1,2017,2024
"Garcia,E. A.",Mariana E.,Garcia-Ascolani,0000-0003-4920-4437,,,,,,
"Garcia,E. A.",Cesar E.,Garcia-Ortiz,0000-0002-7224-6718,Quantum plasmonics with diamond nanoparticles,CONACYT,http://dx.doi.org/10.13039/501100003141,252621,2016,2019
"Garcia,E. A.",Cesar E.,Garcia-Ortiz,0000-0002-7224-6718,Acquisition of scientific equipment for research in quantum plasmonics,CONACYT,http://dx.doi.org/10.13039/501100003141,269141,2016,2017
"Garcia,E. A.",Alma E.,Garcia-Morales,0000-0003-2216-8579,,,,,,
"Garcia,E. A.",Perla E,Garcia Casillas,0000-0003-2139-1154,,,,,,
"Garcia,E. A.",Emmanuel E.,Garcia Morales,0000-0003-2239-6125,,,,,,
"Garcia,E. A.",Jose E,Garcia-Rellan,0000-0003-2112-6553,,,,,,
"Garcia,E. A.",Yair E,Garcia Pacheco,0000-0003-0974-5650,,,,,,
"Garcia,E. A.",Laura E.,Gonzalez Garcia,0000-0002-6949-2432,,,,,,
"Garcia,E. A.",E.,Ceballos-Garcia,0000-0001-6450-0926,,,,,,
"Garcia,E. A.",E,GARCIA ALVAREZ,0009-0002-8723-061X,,,,,,
"Garcia,E. A.",Eduardo E.,Garcia Cardenas,0000-0002-7436-7775,,,,,,
"Garcia,E. A.",Eric E.,Martinez-Garcia,0000-0002-0571-4550,,,,,,
"Garcia,E. A.",Rodrigo E.,Vera Garcia,0000-0001-9032-7194,,,,,,
"Garcia,E. A.",MARTHA E.,GARCIA-AGUILERA,0000-0002-9517-1763,,,,,,
"Garcia,E. A.",Martin E,Garcia Sola,0000-0002-0229-8870,,,,,,
"Garcia,E. A.",Kelly E,Garcia,0009-0006-8923-383X,,,,,,
"Garcia,E. A.",Marta E.,Hernández Garcia ,0000-0002-8003-9778,,,,,,
"Garcia,E. A.",Larry E.,Lopez-Garcia,0009-0000-7249-7093,,,,,,
"Garcia,E. A.",NELSON E.,GARCIA OSORIO,0000-0002-4732-9597,,,,,,
"Garcia,E. A.",Pedro E.,Garcia Q.,0000-0001-8175-0871,,,,,,
"Garcia,E. A.",MARIA  E. ,  JAY  GARCIA,0000-0003-1596-354X,,,,,,
"Garcia,E. A.",CARLOS E.,SAAVEDRA GARCIA,0000-0002-1815-5380,,,,,,
"Garcia,E. A.",Perla E,Garcia Casillas,0000-0002-2208-7309,,,,,,
"Garcia,E. A.",Jorge E,Garcia-Negron,0000-0001-8510-0155,,,,,,
"Garcia,E. A.",Luis E.,Garcia Martinez,0000-0002-5129-7065,,,,,,
"Garcia,E. A.",Barbara E,Garcia Moreno,0009-0003-5456-4522,,,,,,
"Garcia,E. A.",Juan E,Garcia Lopez,0009-0000-8453-9967,,,,,,
"Garcia,E. A.",Nathaniel E.,Garcia-Vasquez,0009-0005-9010-291X,,,,,,
"Garcia,E. A.",Sara E.,Garcia-Morales,0009-0007-9076-2138,,,,,,
"Garcia,E. A.",Luis E.,Bonifacio-Garcia ,0000-0002-4698-6624,,,,,,
"Garcia,E. A.",Victor E,Gomez Garcia,0009-0007-6823-3045,,,,,,
"Garcia,E. A.",Amarillys E.,Garcia-Perez,0009-0004-8018-722X,,,,,,
"Garcia,E. A.",Leonardo E.,Garcia Manosalva,0009-0002-0658-621X,,,,,,
"Garcia,E. A.",Victoria E.,Garcia-Vera,0000-0002-8590-8418,,,,,,
"Garcia,E. A.",Dalia E,Garcia Rizo,0009-0008-4342-4264,,,,,,
"Garcia,E. A.",Paholo E.,Ruiz de Castilla Garcia,0009-0001-2128-0908,,,,,,
"Garcia,E. A.",José Manuel e,Santos Silva Garcia Revez,0000-0003-2950-3237,,,,,,
"Lee,J.",J,Lee,0000-0003-3670-6489,,,,,,
"Lee,J.",J.,Lee,0000-0002-5679-4722,,,,,,
"Lee,J.",J,Lee,0000-0003-4603-601X,,,,,,
"Lee,J.",J,Lee,0000-0001-7811-7274,,,,,,
"Lee,J.",Anthony J.,Lee,0000-0001-8466-2594,,,,,,
"Lee,J.",Tomie J.,Lee,0000-0003-3327-713X,,,,,,
"Lee,J.",Seung J.,Lee,0000-0002-2140-6929,,,,,,
"Lee,J.",Helen J,Lee,0000-0003-2086-1775,,,,,,
"Lee,J.",J. Eugene,Lee,0000-0001-8625-6418,,,,,,
"Lee,J.",Albert J.,Lee,0000-0002-8904-0417,,,,,,
"Lee,J.",James J.,Lee,0000-0001-6244-2515,,,,,,
"Lee,J.",Jessica J.,Lee,0000-0003-4721-1422,,,,,,
"Lee,J.",J Michael,Lee,0000-0003-3211-6000,,,,,,
"Lee,J.",SoJeong J.,Lee,0000-0001-9641-7561,,,,,,
"Lee,J.",Esther J.,Lee,0000-0001-5114-6593,,,,,,
"Lee,J.",J.-S,Lee,0000-0003-3603-1557,,,,,,
"Lee,J.",J. S.,Lee,0000-0002-8263-2647,,,,,,
"Lee,J.",Sang J,LEE,0000-0002-0893-1411,,,,,,
"Lee,J.",Jason J,Lee,0000-0002-3865-2675,,,,,,
"Lee,J.",Senq-J,Lee,0000-0002-9346-4132,,,,,,
"Lee,J.",J. Alex,Lee,0000-0002-9800-3714,,,,,,
"Lee,J.",Jennifer J,Lee,0000-0003-4407-0310,,,,,,
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Minecraft Mod for Children with Hemophilia,Pfizer,http://dx.doi.org/10.13039/100004319,,2016,2017
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,"Gaming, Simulation & Society. Society",Drexel University,http://dx.doi.org/10.13039/100008211,,2016,2018
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Integrated Design Research & Engineering for Advanced Manufacturing,Drexel University,http://dx.doi.org/10.13039/100008211,,2016,2018
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,"TranSCEND: Transdisciplinary Science, Computing, Engineering, and Design",Drexel University,http://dx.doi.org/10.13039/100008211,,2016,2018
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,War of the Worlds: Philadelphia,William Penn Foundation,http://dx.doi.org/10.13039/100000920,,2016,2018
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Game Design Workshops for Middle and High School Girls,Intel Corporation,http://dx.doi.org/10.13039/100002418,,2015,2016
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Growing Pennsylvania’s Interactive Media Industry,Pennsylvania Department of Community and Economic Development,http://dx.doi.org/10.13039/100004905,,2014,2016
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Game-Centric TechShopz in a Box with TechGirlz,Entertainment Software Association Foundation,,,2014,2015
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Urban Game Project,Brandywine Reality Trust,,,2014,2015
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Skyscraper Games: Regional STEAM Contest for Kids,Intel Corporation,http://dx.doi.org/10.13039/100002418,,2016,2018
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Mindfun,Shire,http://dx.doi.org/10.13039/100007343,,2013,2014
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Retraining Neurocognitive Mechanism,University of Pennsylvania,http://dx.doi.org/10.13039/100006920,,2012,2014
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,TRAILS Course Development Award: A Course on Educational Game Design,SRI International,,,2004,2005
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,A Computational Theory of Psychological Time within a Cognitive Architecture Framework,Office of Naval Research,http://dx.doi.org/10.13039/100000006,,2002,2003
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Modeling Dynamic Multitasking in a Cognitive Architecture,Nissan Technical Center North America,http://dx.doi.org/10.13039/100010208,,2001,2003
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,"The Mental Metalogic Research and Development Program: A New, Comprehensive Approach to Human and Machine Reasoning",Rensselaer Polytechnic Institute,http://dx.doi.org/10.13039/100007092,,2001,2003
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Age of Alchemy: The Goldsmith's Daughter,National Endowment for the Humanities,http://dx.doi.org/10.13039/100000103,MT-258876-18,2018,2018
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Age of Alchemy: The Goldsmith's Daughter,National Endowment for the Humanities,http://dx.doi.org/10.13039/100000103,MT-258876-18,2018,2018
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Skyscraper Games for Kids,Brandywine Realty Trust,,,2019,2019
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Civic Engagement through Interactive Projection,John S. and James L. Knight Foundation,http://dx.doi.org/10.13039/100005959,,2019,2020
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,Story Seek: A Location-Based Mobile Game for Storytelling in Philadelphia,William Penn Foundation,http://dx.doi.org/10.13039/100000920,,2020,2022
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,SIM-PHL: An Interactive Neighborhood Simulator in Philadelphia,John S. and James L. Knight Foundation,http://dx.doi.org/10.13039/100005959,,2020,2021
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,"Assessing, Understanding and Improving the Transfer of Learning in Undergraduate Math, Science and Engineering",Directorate for Education & Human Resources,http://dx.doi.org/10.13039/100000081,0206952,2002,2007
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,ITR - (EVS+ASE) - (int+sim): Rapid Evaluation of User Interfaces in Multitasking Environments,Directorate for Computer & Information Science & Engineering,http://dx.doi.org/10.13039/100000083,0426674,2004,2009
"Lee,J.",Frank J.,Lee,0000-0003-0475-2552,EAGER: Hacktion: Cybersecurity Education Through Pervasive Mixed-Reality Experience,Directorate for Education & Human Resources,http://dx.doi.org/10.13039/100000081,1650159,2016,2018
"Lee,J.",Hye J.,Lee,0000-0001-5358-8715,,,,,,
"Lee,J.",J. Seth,Lee,0000-0002-9714-9287,,,,,,
"Lee,J.",Hee J,Lee,0009-0000-1811-3159,,,,,,
"Lee,J.",J. Quinn,Lee,0000-0003-3661-711X,,,,,,
"Lee,J.",E. J.,Lee,0000-0001-5787-505X,,,,,,
"Lee,J.",Sang J.,Lee,0000-0001-7142-2890,,,,,,
"Lee,J.",J. Eugene,Lee,0009-0000-9091-8795,,,,,,
"Lee,J.",Grace J.,Lee,0009-0005-1508-7211,,,,,,
"Lee,J.",Ben J,Lee,0000-0002-9395-318X,,,,,,
"Lee,J.",James J,Lee,0000-0001-6547-5128,,,,,,
"Lee,J.",C J,Lee,0000-0001-7627-3804,,,,,,
"Lee,J.",Jae J.,Lee,0009-0006-4609-127X,,,,,,
"Lee,J.",J. Scott,Lee,0009-0002-7812-3580,Bridging the Gap Between the Humanities and Sciences,National Endowment for the Humanities,https://ror.org/02vdm1p28,,2003,2005
"Lee,J.",J. Scott,Lee,0009-0002-7812-3580,Cherokee Trail of Tears Cultural Renewal,National Endowment for the Humanities,,,2005,2006
"Lee,J.",J. Scott,Lee,0009-0002-7812-3580,Rejuvenating and Reinventing the Liberal Arts,Lynde and Harry Bradley Foundation,https://ror.org/05ycax488,,2018,2022
"Lee,J.",J. Scott,Lee,0009-0002-7812-3580,Conference on Religious and Secular Cores,Apgar Foundation,,,2014,2014
"Lee,J.",J. Scott,Lee,0009-0002-7812-3580,Tradition and Innovation Curriculum Development Project,Bradley Foundation,https://ror.org/05ycax488,,2014,2016
"Lee,J.",J. Jack,Lee,0000-0001-5469-9214,,,,,,
"Lee,J.",J. Scott,Lee,0000-0001-7151-9828,Microbial-derived purines in intestinal homeostasis,National Institute of Diabetes and Digestive and Kidney Diseases,http://dx.doi.org/10.13039/100000062,F32DK122741,2019,2021
"Lee,J.",Junia J.,Lee,0009-0009-7769-0410,,,,,,
"Lee,J.",J. Hannah,Lee,0000-0002-5487-3478,,,,,,
"Lee,J.",Benjamin J.,Lee,0000-0002-1678-1345,,,,,,
"Lee,J.",Michelle J.,Lee,0000-0001-7481-9201,,,,,,
"Lee,J.",P. J,Lee,0000-0002-6032-0028,,,,,,
"Lee,J.",James J,Lee,0000-0002-4366-4443,,,,,,
"Lee,J.",Seung J,Lee,0009-0009-0492-3287,,,,,,
"Lee,J.",Seung J.,Lee,0000-0002-7756-0407,,,,,,
"Lee,J.",J. Y. ,Lee,0000-0003-1573-7139,,,,,,
"Lee,J.",Doohyun J.,Lee,0009-0003-9998-9882,,,,,,
"Lee,J.",Jason J.,Lee,0000-0003-2490-2095,,,,,,
"Lee,J.",Anthony J.,Lee,0000-0001-8288-3393,"A data-driven, multivariate approach to human mate preferences.",European Commission,http://dx.doi.org/10.13039/501100000780,705478,2017,2018
"Lee,J.",Mark J. W.,Lee,0000-0003-4845-8507,,,,,,
"Lee,J.",Simon J. Craddock,Lee,0000-0001-6345-1237,BSPAN3: Breast screening and patient navigation for rural underserved women across North Texas,Cancer Prevention and Research Institute of Texas,http://dx.doi.org/10.13039/100004917,PP150053,2015,2018
"Lee,J.",Simon J. Craddock,Lee,0000-0001-6345-1237,BSPAN4: Optimizing spatial access to high-quality breast screening & patient navigation for rural underserved women across North Texas,Cancer Prevention and Research Institute of Texas,http://dx.doi.org/10.13039/100004917,PP180018,2018,2021
"Lee,J.",Simon J. Craddock,Lee,0000-0001-6345-1237,Enhancing Primary Care Capacity for Cancer Survivorship Care Delivery in Community Health Clinics,National Cancer Institute,http://dx.doi.org/10.13039/100000054,U01CA290663,2024,2029
"Lee,J.",Simon J. Craddock,Lee,0000-0001-6345-1237,SDEST: Doctoral Dissertation Research: An ethnography of the social ethics of Catholic healthcare,National Science Foundation,,0114083,2001,2003
"Lee,J.",Simon J. Craddock,Lee,0000-0001-6345-1237,An Inter-Personal Framework for Lung Cancer Decision-Making in African Americans,National Cancer Institute,,5R03CA159706-02,2012,2015
"Lee,J.",Simon J. Craddock,Lee,0000-0001-6345-1237,BSPAN2: Evaluating a de-centralized regional delivery model for breast cancer screening and patient navigation for the rural underserved,Cancer Prevention and Research Institute of Texas,182589,PP120097,2012,2015
"Lee,J.",Simon J. Craddock,Lee,0000-0001-6345-1237,Care coordination for complex cancer survivors in an integrated safety-net system,National Cancer Institute,http://dx.doi.org/10.13039/100000054,R01CA203856,2016,2022
"Lee,J.",Simon J. Craddock,Lee,0000-0001-6345-1237,Ethnography of the Social Ethics of Catholic Healthcare,Agency for Healthcare Research and Quality,http://dx.doi.org/10.13039/100000133,R03HS013111,2002,2003
